Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-8939211,"ESR-mediated signaling",1,257,0.018008548805269427,0.7346234081286555,0.7346234081286555,2,111,0.008175591073138396,9606,Homo sapiens,"DAP","","R-HSA-9632868;R-HSA-9632873"
R-HSA-202733,"Cell surface interactions at the vascular wall",1,257,0.018008548805269427,0.7346234081286555,0.7346234081286555,1,65,0.0047875082860720335,9606,Homo sapiens,"SLC7A8","","R-HSA-375131"
R-HSA-8953854,"Metabolism of RNA",3,783,0.05486651250788312,0.7708935722686105,0.7708935722686105,10,187,0.013773293069161082,9606,Homo sapiens,"HNRNPK;PSMC3;RPN1","","R-HSA-72160;R-HSA-72130;R-HSA-450466;R-HSA-72103;R-HSA-156661;R-HSA-72139;R-HSA-72107;R-HSA-72124;R-HSA-72143;R-HSA-72127"
R-HSA-1266738,"Developmental Biology",5,1263,0.0885011561908766,0.7847545064022752,0.7847545064022752,18,556,0.040951609339323854,9606,Homo sapiens,"TUBA1A;PSMC3;RPN1;KRT8;TUBA4A","","R-HSA-6806629;R-HSA-6805573;R-HSA-445071;R-HSA-6814734;R-HSA-6814764;R-HSA-6805546;R-HSA-6806613;R-HSA-6810357;R-HSA-445077;R-HSA-6811539;R-HSA-6814387;R-HSA-6806610;R-HSA-6809393;R-HSA-9011313;R-HSA-6809663;R-HSA-8942224;R-HSA-6814298;R-HSA-6810937"
R-HSA-211945,"Phase I - Functionalization of compounds",1,299,0.020951580127531358,0.7868406092368954,0.7868406092368954,1,98,0.007218089415923989,9606,Homo sapiens,"CYB5R3","","R-HSA-8936442"
R-HSA-1474244,"Extracellular matrix organization",1,329,0.02305374535771845,0.8177955099516606,0.8177955099516606,3,319,0.023495617588568902,9606,Homo sapiens,"P4HB","","R-HSA-1650808;R-HSA-8948234;R-HSA-2002460"
R-HSA-9006934,"Signaling by Receptor Tyrosine Kinases",2,618,0.04330460374185411,0.8300252664535039,0.8300252664535039,2,746,0.05494586432938057,9606,Homo sapiens,"ATP6AP1;ATP6V0E2","","R-HSA-74723;R-HSA-5252133"
R-HSA-196854,"Metabolism of vitamins and cofactors",1,379,0.026557354074696938,0.8598294102968368,0.8598294102968368,1,206,0.015172718568166753,9606,Homo sapiens,"CYB5R3","","R-HSA-198824"
R-HSA-73894,"DNA Repair",1,380,0.026627426249036506,0.8605640764058935,0.8605640764058935,10,337,0.0248213891139427,9606,Homo sapiens,"XRCC6","","R-HSA-5693574;R-HSA-5693575;R-HSA-5693604;R-HSA-5687360;R-HSA-5693599;R-HSA-5693615;R-HSA-5687183;R-HSA-5686924;R-HSA-5693533;R-HSA-5693578"
R-HSA-9006931,"Signaling by Nuclear Receptors",1,387,0.027117931469413496,0.8656014705662538,0.8656014705662538,2,192,0.014141562937320468,9606,Homo sapiens,"DAP","","R-HSA-9632868;R-HSA-9632873"
R-HSA-556833,"Metabolism of lipids",5,1444,0.10118421974633873,0.8730075577271976,0.8730075577271976,5,954,0.07026589084481108,9606,Homo sapiens,"ARF1;PSAP;PLD3","","R-HSA-1483142;R-HSA-1676152;R-HSA-1675883;R-HSA-8870499;R-HSA-1605591"
R-HSA-373076,"Class A/1 (Rhodopsin-like receptors)",1,412,0.02886973582790274,0.8821697850836678,0.8821697850836678,2,160,0.01178463578110039,9606,Homo sapiens,"PSAP","","R-HSA-5336182;R-HSA-5336184"
R-HSA-418594,"G alpha (i) signalling events",1,426,0.029850746268656716,0.8905503347135402,0.8905503347135402,3,74,0.005450394048758931,9606,Homo sapiens,"PSAP","","R-HSA-749454;R-HSA-749456;R-HSA-380073"
R-HSA-1430728,"Metabolism",14,3646,0.2554831476420713,0.9202148110241604,0.9202148110241604,19,2260,0.16645798040804302,9606,Homo sapiens,"ATP5F1A;ARF1;CYB5R3;PSMC3;ENTPD3;PSAP;RPN1;SERINC1;ADIPOR1;GAPDH;PLD3","","R-HSA-353125;R-HSA-164834;R-HSA-8851110;R-HSA-1676152;R-HSA-164832;R-HSA-8870499;R-HSA-163691;R-HSA-164840;R-HSA-198824;R-HSA-1605591;R-HSA-8848663;R-HSA-70449;R-HSA-1483142;R-HSA-8936442;R-HSA-1675883;R-HSA-1855214;R-HSA-70482;R-HSA-8932980;R-HSA-8851129"
R-HSA-3700989,"Transcriptional Regulation by TP53",1,487,0.03412514890337047,0.9207092262418927,0.9207092262418927,2,259,0.019076379170656257,9606,Homo sapiens,"YWHAQ","","R-HSA-5632738;R-HSA-5632732"
R-HSA-211859,"Biological oxidations",1,549,0.038469623712423795,0.9429442201054258,0.9429442201054258,1,188,0.013846947042792958,9606,Homo sapiens,"CYB5R3","","R-HSA-8936442"
R-HSA-500792,"GPCR ligand binding",1,606,0.04246373764977927,0.9578951832148808,0.9578951832148808,2,187,0.013773293069161082,9606,Homo sapiens,"PSAP","","R-HSA-5336182;R-HSA-5336184"
R-HSA-388396,"GPCR downstream signalling",1,786,0.05507672903090183,0.9840063436812412,0.9840063436812412,3,168,0.01237386757015541,9606,Homo sapiens,"PSAP","","R-HSA-749454;R-HSA-749456;R-HSA-380073"
R-HSA-212436,"Generic Transcription Pathway",3,1555,0.10896223109803098,0.9891703810026305,0.9891703810026305,10,830,0.06113279811445828,9606,Homo sapiens,"PSMC3;YWHAQ;RPN1","","R-HSA-8952408;R-HSA-9614562;R-HSA-8939801;R-HSA-9008475;R-HSA-9614423;R-HSA-9008110;R-HSA-5632738;R-HSA-8957265;R-HSA-5632732;R-HSA-9009362"
R-HSA-372790,"Signaling by GPCR",1,865,0.06061243080372784,0.9895847175731618,0.9895847175731618,5,355,0.02614716063931649,9606,Homo sapiens,"PSAP","","R-HSA-749454;R-HSA-5336182;R-HSA-5336184;R-HSA-749456;R-HSA-380073"
R-HSA-73857,"RNA Polymerase II Transcription",3,1694,0.11870226333123117,0.9942300701855065,0.9942300701855065,10,891,0.0656256905060028,9606,Homo sapiens,"PSMC3;YWHAQ;RPN1","","R-HSA-8952408;R-HSA-9614562;R-HSA-8939801;R-HSA-9008475;R-HSA-9614423;R-HSA-9008110;R-HSA-5632738;R-HSA-8957265;R-HSA-5632732;R-HSA-9009362"
R-HSA-74160,"Gene expression (Transcription)",3,1855,0.1299838833999019,0.9972829496721344,0.9972829496721344,10,1006,0.07409589747366871,9606,Homo sapiens,"PSMC3;YWHAQ;RPN1","","R-HSA-8952408;R-HSA-9614562;R-HSA-8939801;R-HSA-9008475;R-HSA-9614423;R-HSA-9008110;R-HSA-5632738;R-HSA-8957265;R-HSA-5632732;R-HSA-9009362"
