Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,transf log(1/p val),Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8953750,Transcriptional Regulation by E2F6,6,46,0.003228523,0.154210561,,0.792222339,21,33,0.002681183,9606,Homo sapiens,Cbx5;E2f1;Tfdp2;Bmi1,,R-HSA-8954056;R-HSA-9007561;R-HSA-9007625;R-HSA-9007496;R-HSA-8953452;R-HSA-9007631;R-HSA-8954082;R-HSA-9007522;R-HSA-9007591;R-HSA-9007640;R-HSA-9007514;R-HSA-9007546;R-HSA-9007647;R-HSA-8961982;R-HSA-9007615;R-HSA-9007582;R-HSA-9007646;R-HSA-8953556;R-HSA-9007605;R-HSA-9007220;R-HSA-9007606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-199920,CREB phosphorylation,2,9,6.32E-04,0.156611939,,0.792222339,3,4,3.25E-04,9606,Homo sapiens,Rps6ka5;Rps6ka2,,R-HSA-199895;R-HSA-199910;R-HSA-199935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",2,9,6.32E-04,0.156611939,,0.792222339,3,4,3.25E-04,9606,Homo sapiens,Nek7;Cdk1,,R-HSA-2984220;R-HSA-2980720;R-HSA-2984258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8874211,CREB3 factors activate genes,2,9,6.32E-04,0.156611939,,0.792222339,6,21,0.001706207,9606,Homo sapiens,Mbtps2;Crebrf,,R-HSA-8874195;R-HSA-8874194;R-HSA-8874849;R-HSA-8874192;R-HSA-8874187;R-HSA-8874201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8873719,RAB geranylgeranylation,8,68,0.0047726,0.166881094,,0.792222339,2,5,4.06E-04,9606,Homo sapiens,Rab31;Rab9;Rab37;Rab26;Rab39;Rab19;Rab8b,,R-HSA-8870469;R-HSA-8870466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-1170546,Prolactin receptor signaling,3,18,0.001263335,0.167579235,,0.792222339,14,14,0.001137472,9606,Homo sapiens,Ghr;Stat5b;Jak2,,R-HSA-1675473;R-HSA-1369080;R-HSA-1369114;R-HSA-1369115;R-HSA-1370500;R-HSA-976991;R-HSA-1671691;R-HSA-982810;R-HSA-1364044;R-HSA-1302698;R-HSA-1170539;R-HSA-1370505;R-HSA-1671687;R-HSA-1364043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-2160916,Hyaluronan uptake and degradation,3,18,0.001263335,0.167579235,,0.792222339,5,10,8.12E-04,9606,Homo sapiens,Hexb;Hmmr;Cd44,,R-HSA-2162225;R-HSA-2160915;R-HSA-2160884;R-HSA-2160892;R-HSA-9638076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-187015,Activation of TRKA receptors,2,10,7.02E-04,0.184174351,,0.792222339,8,8,6.50E-04,9606,Homo sapiens,Ntrk1,,R-HSA-166544;R-HSA-190065;R-HSA-9612996;R-HSA-166538;R-HSA-166542;R-HSA-187678;R-HSA-9613023;R-HSA-187661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-112313,Neurotransmitter uptake and metabolism In glial cells,2,10,7.02E-04,0.184174351,,0.792222339,2,3,2.44E-04,9606,Homo sapiens,Sat1;Glul,,R-HSA-212614;R-HSA-70606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-210455,Astrocytic Glutamate-Glutamine Uptake And Metabolism,2,10,7.02E-04,0.184174351,,0.792222339,2,3,2.44E-04,9606,Homo sapiens,Sat1;Glul,,R-HSA-212614;R-HSA-70606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8949275,RUNX3 Regulates Immune Response and Cell Migration,2,10,7.02E-04,0.184174351,,0.792222339,2,5,4.06E-04,9606,Homo sapiens,Rorc,,R-HSA-8949276;R-HSA-8949301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-139915,Activation of PUMA and translocation to mitochondria,2,10,7.02E-04,0.184174351,,0.792222339,2,5,4.06E-04,9606,Homo sapiens,E2f1;Tfdp2,,R-HSA-4331324;R-HSA-140221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-9022707,MECP2 regulates transcription factors,2,10,7.02E-04,0.184174351,,0.792222339,2,8,6.50E-04,9606,Homo sapiens,Pparg,,R-HSA-9017441;R-HSA-9017447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-9027284,Erythropoietin activates RAS,3,19,0.00133352,0.186780626,,0.792222339,8,8,6.50E-04,9606,Homo sapiens,Lyn;Jak2;Vav1,,R-HSA-9027274;R-HSA-9029149;R-HSA-9029151;R-HSA-9029150;R-HSA-9029155;R-HSA-9024723;R-HSA-9029158;R-HSA-9024726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-419408,Lysosphingolipid and LPA receptors,3,19,0.00133352,0.186780626,,0.792222339,3,3,2.44E-04,9606,Homo sapiens,S1pr1;Lppr4;Lpar2,,R-HSA-419428;R-HSA-6797630;R-HSA-419389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-114608,Platelet degranulation ,14,137,0.009615385,0.190074158,,0.792222339,5,11,8.94E-04,9606,Homo sapiens,Tmsb4x;Srgn;Serping1;Ctsf;Egf;Lamp2;Phactr2;Appl2;Tmx3;Pecam1;Endod1;Thbs1;Gas6;Sepp1,,R-HSA-481044;R-HSA-482772;R-HSA-481010;R-HSA-481009;R-HSA-481007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-389356,CD28 co-stimulation,5,39,0.002737226,0.191925115,,0.792222339,13,19,0.001543711,9606,Homo sapiens,Lyn;Akt3;Pik3r3;Vav1;Pdk1,,R-HSA-389348;R-HSA-2317314;R-HSA-389350;R-HSA-389158;R-HSA-388832;R-HSA-389352;R-HSA-2316429;R-HSA-389354;R-HSA-198640;R-HSA-2317332;R-HSA-389756;R-HSA-388831;R-HSA-198270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-982772,Growth hormone receptor signaling,4,29,0.002035373,0.193090095,,0.792222339,27,28,0.002274943,9606,Homo sapiens,Ghr;Lyn;Stat5b;Jak2,,R-HSA-452102;R-HSA-1168789;R-HSA-982792;R-HSA-1168768;R-HSA-982810;R-HSA-1168839;R-HSA-1168777;R-HSA-1168393;R-HSA-1168456;R-HSA-982807;R-HSA-1168459;R-HSA-1168394;R-HSA-1362485;R-HSA-507937;R-HSA-1169210;R-HSA-1168445;R-HSA-1168767;R-HSA-1168894;R-HSA-982778;R-HSA-1362465;R-HSA-1169188;R-HSA-1168423;R-HSA-1168809;R-HSA-1169192;R-HSA-982775;R-HSA-1168813;R-HSA-982768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-3000170,Syndecan interactions,4,29,0.002035373,0.193090095,,0.792222339,9,15,0.00121872,9606,Homo sapiens,Sdc4;Sdc3;Itga6;Thbs1,,R-HSA-2750187;R-HSA-2731147;R-HSA-2681675;R-HSA-2684507;R-HSA-2731149;R-HSA-2681694;R-HSA-2731074;R-HSA-2731122;R-HSA-2731078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-164952,The role of Nef in HIV-1 replication and disease pathogenesis,4,29,0.002035373,0.193090095,,0.792222339,4,20,0.001624959,9606,Homo sapiens,Ap1s3;Ap1s2;Elmo1,,R-HSA-182263;R-HSA-182279;R-HSA-200952;R-HSA-182286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",6,50,0.003509264,0.199498335,,0.792222339,30,38,0.003087423,9606,Homo sapiens,Lyn;Stat5b;Syk;Jak2;Pik3r3;Vav1,,R-HSA-452102;R-HSA-912527;R-HSA-914182;R-HSA-879942;R-HSA-879937;R-HSA-921155;R-HSA-508247;R-HSA-913374;R-HSA-913371;R-HSA-913370;R-HSA-912727;R-HSA-913424;R-HSA-879917;R-HSA-507937;R-HSA-913451;R-HSA-879914;R-HSA-909738;R-HSA-879909;R-HSA-450031;R-HSA-879910;R-HSA-879907;R-HSA-453111;R-HSA-879934;R-HSA-453104;R-HSA-879930;R-HSA-912629;R-HSA-879925;R-HSA-912757;R-HSA-914036;R-HSA-912627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-169893,Prolonged ERK activation events,3,20,0.001403706,0.206514614,,0.792222339,17,19,0.001543711,9606,Homo sapiens,Ntrk1;Braf,,R-HSA-170978;R-HSA-169891;R-HSA-170979;R-HSA-9610163;R-HSA-170977;R-HSA-169895;R-HSA-9612980;R-HSA-169901;R-HSA-169904;R-HSA-169905;R-HSA-170964;R-HSA-170965;R-HSA-9610154;R-HSA-9610152;R-HSA-9610153;R-HSA-170975;R-HSA-9610156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-9603798,Class I peroxisomal membrane protein import,3,20,0.001403706,0.206514614,,0.792222339,3,6,4.87E-04,9606,Homo sapiens,Pex13;Abcd2;Abcd3,,R-HSA-9603784;R-HSA-9603775;R-HSA-9603804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-1989781,PPARA activates gene expression,17,174,0.01221224,0.207675931,,0.792222339,12,41,0.003331167,9606,Homo sapiens,Abca1;Cpt1a;Nfyb;Acsl1;Cyp1a1;Abcb4;Nr1h3;Ppargc1a;Rora;Plin2;Pparg,,R-HSA-560473;R-HSA-1655848;R-HSA-1655850;R-HSA-1989770;R-HSA-1368065;R-HSA-1801587;R-HSA-1989764;R-HSA-1989765;R-HSA-1655826;R-HSA-1989762;R-HSA-1989778;R-HSA-560517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-9630750,Evasion of Oncogene Induced Senescence Due to p16INK4A Defects,1,3,2.11E-04,0.20876699,,0.792222339,2,2,1.62E-04,9606,Homo sapiens,Cdkn2a,,R-HSA-9630795;R-HSA-9630792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-9632693,Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects,1,3,2.11E-04,0.20876699,,0.792222339,2,2,1.62E-04,9606,Homo sapiens,Cdkn2a,,R-HSA-9630795;R-HSA-9630792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-9630794,Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,1,3,2.11E-04,0.20876699,,0.792222339,1,1,8.12E-05,9606,Homo sapiens,Cdkn2a,,R-HSA-9630795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-9632700,Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,1,3,2.11E-04,0.20876699,,0.792222339,1,1,8.12E-05,9606,Homo sapiens,Cdkn2a,,R-HSA-9630795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5674404,PTEN Loss of Function in Cancer,1,3,2.11E-04,0.20876699,,0.792222339,1,1,8.12E-05,9606,Homo sapiens,Pten,,R-HSA-2317387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5619039,"Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)",1,3,2.11E-04,0.20876699,,0.792222339,1,1,8.12E-05,9606,Homo sapiens,Slc12a6,,R-HSA-5623806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5339700,TCF7L2 mutants don't bind CTBP,1,3,2.11E-04,0.20876699,,0.792222339,1,1,8.12E-05,9606,Homo sapiens,Tcf4,,R-HSA-5334052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5619035,Defective SLC17A5 causes Salla disease (SD) and ISSD,1,3,2.11E-04,0.20876699,,0.792222339,1,1,8.12E-05,9606,Homo sapiens,Slc17a5,,R-HSA-5624239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5619053,Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP),1,3,2.11E-04,0.20876699,,0.792222339,1,1,8.12E-05,9606,Homo sapiens,Slc22a4,,R-HSA-5625674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8942233,Intestinal infectious diseases,1,3,2.11E-04,0.20876699,,0.792222339,1,1,8.12E-05,9606,Homo sapiens,Gucy2c;Plbd1,,R-HSA-8936356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5619083,"Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)",1,3,2.11E-04,0.20876699,,0.792222339,1,1,8.12E-05,9606,Homo sapiens,Slc35a3,,R-HSA-5653622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5602571,TRAF3 deficiency - HSE,1,3,2.11E-04,0.20876699,,0.792222339,1,1,8.12E-05,9606,Homo sapiens,Tlr3,,R-HSA-5602624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5632928,Defective Mismatch Repair Associated With MSH2,1,3,2.11E-04,0.20876699,,0.792222339,1,2,1.62E-04,9606,Homo sapiens,Msh3,,R-HSA-5577259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5693554,Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),4,30,0.002105559,0.208974932,,0.792222339,1,1,8.12E-05,9606,Homo sapiens,Wrn;Xrcc3;Atm;Bard1,,R-HSA-5693589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-201451,Signaling by BMP,4,30,0.002105559,0.208974932,,0.792222339,10,17,0.001381215,9606,Homo sapiens,Acvrl1;Acvr2a;Ube2d1;Bmpr1a,,R-HSA-201475;R-HSA-201443;R-HSA-201457;R-HSA-201425;R-HSA-201648;R-HSA-8858369;R-HSA-201476;R-HSA-201821;R-HSA-201453;R-HSA-202604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-444257,RSK activation,2,11,7.72E-04,0.212355159,,0.792222339,4,4,3.25E-04,9606,Homo sapiens,Rps6ka2;Pdk1,,R-HSA-9619843;R-HSA-9029434;R-HSA-442739;R-HSA-9620004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-3371378,Regulation by c-FLIP,2,11,7.72E-04,0.212355159,,0.792222339,4,4,3.25E-04,9606,Homo sapiens,Casp8;Tnfsf10,,R-HSA-3371360;R-HSA-3465459;R-HSA-3465448;R-HSA-3371359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-69416,Dimerization of procaspase-8,2,11,7.72E-04,0.212355159,,0.792222339,3,3,2.44E-04,9606,Homo sapiens,Casp8;Tnfsf10,,R-HSA-141159;R-HSA-141156;R-HSA-73945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-73843,5-Phosphoribose 1-diphosphate biosynthesis,2,11,7.72E-04,0.212355159,,0.792222339,2,2,1.62E-04,9606,Homo sapiens,Prps1;Prps2,,R-HSA-73580;R-HSA-111215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-68689,CDC6 association with the ORC:origin complex,2,11,7.72E-04,0.212355159,,0.792222339,1,2,1.62E-04,9606,Homo sapiens,E2f1,,R-HSA-68637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-1221632,Meiotic synapsis,7,62,0.004351488,0.214295398,,0.792222339,6,6,4.87E-04,9606,Homo sapiens,Sun2;Syce1;Hist2h2be;Stag2;Pot1a;Rec8,,R-HSA-912505;R-HSA-912408;R-HSA-912389;R-HSA-912470;R-HSA-912467;R-HSA-912450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
