Gene Name	deltaFC_Female	interaction_padj_Female	FC_Female_6hr_TGvsDMSO	padj_Female_6hr_TGvsDMSO	FC_Female_12hr_TGvsDMSO	padj_Female_12hr_TGvsDMSO
2810410L24Rik	-0.146534275	0.784451322	-0.64981695	0.000329853	-0.796351225	0.000133334
2810428I15Rik	0.034541511	0.925664474	-0.240341067	0.045237771	-0.205799556	0.143946892
2810429I04Rik	5.569833136	NA	-2.891448007	0.194	2.678385129	0.277
2810442N19Rik	1.05261601	NA	0.135543395	0.899	1.188159404	0.205
2810454H06Rik	-1.221207757	0.008729896	0.3204197	0.254174222	-0.900788057	0.002669111
2810468N07Rik	0.018810282	NA	3.403658147	0.00496	3.422468429	0.0071
2810474O19Rik	0.066495066	0.876860108	-0.075922565	0.65573552	-0.009427499	0.965392774
2900005J15Rik	-0.477214042	0.319	-0.625780321	0.00396	-1.102994362	2.12E-06
2900008C10Rik	0.466826801	0.245	-0.861051243	1.25E-06	-0.394224442	0.075
2900009J06Rik	0.969542944	NA	-0.200443115	0.882756692	0.769099829	0.608253465
2900011O08Rik	-4.657171162	NA	0.640763994	0.635416527	-4.016407168	0.021846604
2900026A02Rik	-0.282920215	0.139534248	-0.286148138	0.002051372	-0.569068352	2.68E-08
2900041M22Rik	-0.465634347	NA	-1.276032129	0.1360271	-1.741666477	0.080444223
2900052N01Rik	-4.177046004	NA	2.465367519	0.178033617	-1.711678485	0.299552815
2900055J20Rik	-1.490162541	NA	2.951593561	0.05747859	1.46143102	0.335892268
2900060B14Rik	0.002231004	NA	1.879980918	0.313232635	1.882211922	0.256066412
2900076A07Rik	0.061290334	0.914069337	1.376796756	5.64E-16	1.43808709	4.89E-14
2900097C17Rik	-0.070393294	0.748	0.065476456	0.469	-0.004916838	0.968
3000002C10Rik	0.596393135	0.106	-0.402205437	0.0394	0.194187698	0.403
3010001F23Rik	-0.583902205	0.616	-0.462953875	0.343	-1.04685608	0.0557
3010026O09Rik	-0.981169507	0.140202377	0.320259937	0.381333398	-0.66090957	0.092734092
3110001I22Rik	0.2659903	0.728965688	0.824641159	0.002525005	1.09063146	0.000367354
3110002H16Rik	0.123166332	0.583378981	0.007919251	0.947431133	0.131085583	0.230829959
3110009E18Rik	0.295513852	0.696358675	-0.045992714	0.899153126	0.249521139	0.501801857
3110021A11Rik	2.483507536	NA	-1.140012641	0.433399686	1.343494895	0.399376005
3110021N24Rik	0.850995575	0.712595259	1.360332048	0.109826119	2.211327624	0.027255968
3110039I08Rik	-0.748758514	0.398982517	-0.720227981	0.07681831	-1.468986494	0.000689126
3110040N11Rik	0.196235718	0.525348227	-0.202343067	0.128546844	-0.006107349	0.975553038
3110043O21Rik	0.768609639	2.45E-07	1.033081278	8.14E-33	1.801690917	3.23E-74
3110045C21Rik	0.353784386	0.6281269	1.129604287	1.09E-05	1.483388672	3.55E-06
3110052M02Rik	-0.104230198	0.748609297	0.405156793	0.000323271	0.300926595	0.022672374
3110056K07Rik	-0.064874532	0.917	-0.406189443	0.046	-0.471063975	0.0397
3110057O12Rik	-0.198866334	0.751	0.352408329	0.138	0.153541995	0.598
3110062M04Rik	-0.149876187	0.727	0.29792871	0.0625	0.148052524	0.458
3110070M22Rik	-0.280569049	0.798905517	-0.177090395	0.708469216	-0.457659445	0.34493296
3110082I17Rik	0.56355369	0.003034759	0.25523341	0.021188147	0.8187871	3.81E-12
3300002I08Rik	-0.312643052	0.809	0.305952829	0.558	-0.006690223	0.993
3300005D01Rik	2.084291962	NA	0.543739455	0.75127947	2.628031417	0.237362718
3425401B19Rik	-0.290932636	0.72	-0.318129901	0.311	-0.609062537	0.0895
3632451O06Rik	2.038058479	NA	-3.703546912	0.000176538	-1.665488433	0.062357466
3632454L22Rik	0.812872857	0.652914978	1.318910178	0.066616121	2.131783035	0.00633622
3830403N18Rik	-2.41621836	NA	-0.269141636	0.941031588	-2.685359996	0.451497425
3830406C13Rik	0.334278331	0.315260973	-0.363040997	0.016807099	-0.028762666	0.896823766
3830408C21Rik	-0.400638559	0.726766964	-0.830584514	0.048427687	-1.231223073	0.009216401
3930402G23Rik	0.255268541	0.823494927	0.585916644	0.158607906	0.841185185	0.074516756
4430402I18Rik	-0.314283581	0.6718458	0.103480869	0.775407127	-0.210802712	0.561796738
4632404H12Rik	0.094187088	0.788030342	0.065340837	0.670494982	0.159527924	0.289269226
4632415L05Rik	0.141962467	0.601013768	0.305843603	0.003504337	0.44780607	0.000150277
4632427E13Rik	-0.105580619	0.934620207	-0.505719033	0.252314967	-0.611299652	0.20964593
4632428C04Rik	-0.122709808	0.809353041	-1.393163802	3.53E-18	-1.51587361	2.44E-15
4632428N05Rik	0.22767458	0.716875976	-1.537326083	3.93E-12	-1.309651503	4.25E-08
4732416N19Rik	1.270151254	NA	-0.688615519	0.521346349	0.581535735	0.665964387
4732456N10Rik	-0.800312879	0.618	-0.007100185	0.993	-0.807413063	0.337
4732471J01Rik	0.329316708	0.814839129	0.207176986	0.733736948	0.536493694	0.388579707
4732490B19Rik	3.993501825	NA	-1.618726093	0.523554678	2.374775732	0.342441947
4732491K20Rik	-0.170822438	0.718	0.274050462	0.126	0.103228024	0.657
4831407H17Rik	-3.070439047	NA	-0.599051838	0.717855525	-3.669490885	0.062514179
4831440E17Rik	-0.691612294	0.251792028	-0.186733855	0.588195132	-0.878346149	0.005246288
4833411C07Rik	-3.481507212	NA	1.514164867	0.215256302	-1.967342346	0.191196133
4833412C05Rik	-0.650359064	NA	1.560814978	0.385	0.910455915	0.625
4833417C18Rik	0.178006732	NA	-2.488440888	0.0935	-2.310434155	0.122
4833418N02Rik	0.095879872	0.887998358	0.484290854	0.029345054	0.580170726	0.01916054
4833419F23Rik	0.802867747	0.594660547	0.669564477	0.27629052	1.472432224	0.04127019
4833420G17Rik	-0.42909125	0.039092969	0.097181606	0.451856025	-0.331909645	0.008303365
4833422C13Rik	1.473473349	0.452393501	-1.633911394	0.073612612	-0.160438045	0.892251108
4833422M21Rik	-0.616168862	0.643996505	0.241779876	0.704911718	-0.374388986	0.579527821
4833427G06Rik	-0.482107924	NA	-0.720397398	0.649644342	-1.202505322	0.475613676
4833439L19Rik	-0.186132064	0.0541	-0.017089054	0.794	-0.203221118	0.000304
4921504A21Rik	-0.735631781	0.495567344	0.33757574	0.513405185	-0.398056041	0.502640349
4921507L20Rik	4.044327434	NA	-0.600963136	0.784859442	3.443364298	0.130649518
4921507P07Rik	0.204451247	0.83394657	0.466433615	0.196633163	0.670884862	0.08650376
4921524J17Rik	-0.105595596	0.838769577	0.423882189	0.016712322	0.318286593	0.129507233
4921525O09Rik	1.231080161	NA	-1.220278457	0.401128514	0.010801705	0.995926385
4921531C22Rik	-0.092555243	0.877	-0.644071536	0.000582	-0.73662678	0.00058
4921536K21Rik	0.306638275	0.549751531	0.23389483	0.311595244	0.540533104	0.02393335
4930402H24Rik	-0.171687955	0.337406582	-0.764342857	1.70E-25	-0.936030812	2.04E-28
4930404H11Rik	1.42723138	NA	-0.212377322	0.832397482	1.214854058	0.215579165
4930404I05Rik	-2.186426131	NA	1.044863036	0.498902033	-1.141563095	0.448398917
4930404N11Rik	1.622487418	NA	1.348680548	0.078711314	2.971167965	0.001567285
4930405A21Rik	0.128476663	0.914450133	0.24245806	0.586636718	0.370934723	0.461393195
4930405O22Rik	3.010899992	NA	-1.414724734	0.560742289	1.596175258	0.491790105
4930412C18Rik	0.335695035	0.795293082	-0.367165847	0.484969533	-0.031470812	0.96465529
4930413F20Rik	-0.006609539	NA	-0.400211243	0.687225064	-0.406820782	0.722689576
4930413G21Rik	0.245599284	0.897	0.013599194	0.987	0.259198478	0.754
4930415F15Rik	-0.215846913	NA	-1.398130838	0.500332273	-1.613977751	0.48883336
4930417O13Rik	0.018033938	NA	0.275445184	0.789225881	0.293479122	0.775113475
4930426D05Rik	-0.891885922	0.479	-1.265652827	0.013	-2.157538748	0.000354
4930426L09Rik	0.904418393	NA	-0.798154557	0.359	0.106263837	0.924
4930427A07Rik	-0.01298565	0.986982635	-0.0588377	0.844642382	-0.071823349	0.826746898
4930429B21Rik	-0.033191386	0.978	-0.456906395	0.23	-0.490097781	0.284
4930429F24Rik	0.515722695	NA	0.596127552	0.72182063	1.111850247	0.489663549
4930430F08Rik	0.192290159	0.653497035	-0.132662994	0.490620371	0.059627165	0.794566577
4930432J09Rik	0.056645886	NA	3.568700613	0.017116655	3.625346499	0.043938343
4930432K21Rik	-1.072372757	NA	0.445123015	0.62798537	-0.627249742	0.500572637
4930444P10Rik	0.708306327	NA	-0.502303248	0.844916426	0.20600308	0.947234542
4930445N18Rik	0.002855759	NA	-0.640276372	0.792068092	-0.637420613	0.743454924
4930451G09Rik	0.160268341	0.769	0.275522356	0.174	0.435790697	0.0571
4930452B06Rik	-0.316653037	0.784532094	-0.581112877	0.161571872	-0.897765914	0.067670072
4930453N24Rik	0.110143803	0.744	0.164577618	0.203	0.274721422	0.0508
4930455C13Rik	-0.525935239	NA	1.116817333	0.652	0.590882094	0.808
4930455G09Rik	-0.728268573	NA	0.735025661	0.454	0.006757088	0.997
4930470P17Rik	-0.34406239	NA	-1.443003983	0.456827265	-1.787066373	0.449274215
4930471M09Rik	-0.576170434	NA	0.601408311	0.857789464	0.025237877	0.994578972
4930473A02Rik	-0.704398519	NA	-0.16236486	0.864752832	-0.866763379	0.287136699
4930480K23Rik	0.207636613	0.783243593	0.1286047	0.700427383	0.336241314	0.301378124
4930481A15Rik	-0.305772959	0.608310085	0.760307027	0.000863078	0.454534068	0.100209795
4930483J18Rik	-0.029521152	NA	1.517709921	0.448	1.488188769	0.4
4930486L24Rik	-3.146357338	NA	0.030421099	0.982645717	-3.115936239	0.074996276
4930488L21Rik	-0.369690716	0.841134314	0.585185065	0.418288943	0.215494348	0.804840396
4930502A04Rik	-0.722013187	0.614	0.108360647	0.882	-0.61365254	0.393
4930502E09Rik	0.337947967	NA	-3.024015233	0.152148733	-2.686067266	0.274970117
4930502E18Rik	3.135073556	NA	-4.358938864	0.00665	-1.223865308	0.568
4930503B20Rik	-0.472510843	NA	-0.334706898	0.756388652	-0.807217741	0.485003953
4930503L19Rik	-0.107756242	0.814236661	-0.347238169	0.031833439	-0.454994411	0.01276006
4930505A04Rik	-0.149418465	0.922894647	-0.841279236	0.112424975	-0.990697702	0.082078695
4930506C21Rik	-0.683378897	0.633308103	0.390362636	0.568858112	-0.293016261	0.689142775
4930507D05Rik	-1.831215906	NA	0.030508405	0.987	-1.800707501	0.339
4930509E16Rik	2.985769899	NA	-1.438990023	0.592	1.546779876	0.578
4930511A08Rik	-0.878132078	NA	1.277988569	0.718724888	0.399856491	0.914602297
4930513N10Rik	0.578086679	0.659280713	-0.738276013	0.159897901	-0.160189334	0.82373919
4930513O06Rik	0.726610814	NA	1.573847113	0.266072512	2.300457927	0.118167317
4930515G01Rik	0.271424005	0.791410251	-0.477296487	0.225103008	-0.205872482	0.666625944
4930519K11Rik	-3.35386421	NA	-0.329130588	0.747	-3.682994798	0.00822
4930520O04Rik	1.052817567	NA	-0.757911138	0.539	0.294906429	0.851
4930523C07Rik	0.412963659	0.602471889	-1.542508343	2.03E-07	-1.129544684	0.001063349
4930525G20Rik	0.039619449	0.97	0.038412068	0.928	0.078031517	0.861
4930526I15Rik	0.099858995	0.813483277	0.391993727	0.007405691	0.491852723	0.003019461
4930528A17Rik	0.67424655	0.626025885	-0.79605617	0.16769338	-0.12180962	0.876928984
4930538K18Rik	1.184183535	NA	-0.391556332	0.678712245	0.792627203	0.45482434
4930539E08Rik	-0.542346281	0.311	-0.896478361	8.74E-05	-1.438824642	6.51E-08
4930539J05Rik	0.35994689	0.82	0.015096379	0.983	0.375043268	0.619
4930548H24Rik	-0.337724885	NA	0.544120504	0.802711414	0.206395619	0.922147293
4930550C14Rik	-0.385981235	0.535556872	-0.185708167	0.534677037	-0.571689403	0.054905279
4930552P12Rik	1.223774906	NA	-0.874800566	0.654	0.34897434	0.9
4930555B11Rik	3.983692501	NA	-1.055392185	0.853474752	2.928300316	0.616947795
4930556M19Rik	1.613829619	NA	-0.857229267	0.671146474	0.756600353	0.730143761
4930562C15Rik	1.042680737	NA	-1.414319598	0.167341709	-0.371638861	0.784777164
4930563E18Rik	-0.514545116	NA	-0.807285239	0.544044874	-1.321830356	0.364943015
4930563E22Rik	0.194194057	0.748465504	-0.17780919	0.474240344	0.016384868	0.961285348
4930570G19Rik	-0.738326934	0.275	-0.508029501	0.119	-1.246356436	0.000333
4930577N17Rik	-0.133449042	0.902230851	-0.860299853	0.012314119	-0.993748896	0.011352813
4930578M01Rik	-0.793752814	0.139	-0.153779649	0.64	-0.947532463	0.00129
4930579G18Rik	-4.932241258	NA	0.69196143	0.669	-4.240279828	0.0245
4930579G24Rik	-0.34861269	0.652914978	-0.200274322	0.571705371	-0.548887012	0.122290371
4930579K19Rik	-0.093522546	0.877393819	-0.514796053	0.007825147	-0.608318599	0.006220192
4930581F22Rik	-1.479742527	0.121138364	-0.423602075	0.434310794	-1.903344602	0.000354927
4930583K01Rik	-1.341118688	NA	-1.07949986	0.546045443	-2.420618548	0.291818559
4930590J08Rik	0.198606858	NA	-0.416642284	0.783319141	-0.218035427	0.898785502
4930592I03Rik	-1.06028367	NA	0.396086665	0.765	-0.664197005	0.642
4930593A02Rik	-2.987156976	NA	2.193182492	0.318776734	-0.793974484	0.736535458
4930599N23Rik	-2.229093555	0.050738917	-0.22012843	0.738259204	-2.449221985	0.00076481
4931406C07Rik	0.05434835	0.85704123	-0.328723755	0.000770327	-0.274375404	0.016878757
4931406H21Rik	-2.059133273	NA	-0.134912468	0.916	-2.194045741	0.0422
4931406P16Rik	-0.113864023	0.574	-0.18416481	0.0244	-0.298028832	0.000963
4931408D14Rik	-0.543347441	0.709	-0.117810697	0.866	-0.661158138	0.321
4931409K22Rik	-5.058986883	NA	-0.551120051	0.699	-5.610106934	0.00105
4931414P19Rik	0.029130398	0.944738872	-0.108267184	0.464292043	-0.079136786	0.652461491
4931423N10Rik	-1.72018859	NA	0.498752207	0.750052256	-1.221436383	0.412422313
4931428F04Rik	-0.159513976	0.524551905	0.384528134	9.22E-05	0.225014158	0.060991669
4931429I11Rik	0.747975526	0.317	-1.392168633	1.13E-05	-0.644193106	0.114
4931431B13Rik	-1.498791747	0.246	0.979021214	0.122	-0.519770533	0.511
4931440F15Rik	-2.002861787	NA	1.054578046	0.14	-0.948283741	0.273
4931440P22Rik	0.146433786	0.916301829	0.424177959	0.378563956	0.570611745	0.31661656
4932416H05Rik	0.254469383	0.487869844	0.189473563	0.259483135	0.443942947	0.011037442
4932438A13Rik	-0.115427	0.631043705	0.187966298	0.049620237	0.072539298	0.553117575
4932438H23Rik	0.425436126	NA	-0.388288402	0.849079753	0.037147724	0.988434858
4932702P03Rik	-1.828737391	NA	1.470513686	0.325681719	-0.358223705	0.822935851
4933400B14Rik	3.204017046	NA	0.601407552	0.884758722	3.805424599	0.296370769
4933404O12Rik	0.872081106	5.79E-06	0.644064297	1.06E-08	1.516145403	4.93E-33
4933405O20Rik	-0.017044103	NA	-0.032314557	0.985749401	-0.04935866	0.981524333
4933406C10Rik	-0.114614362	0.962494623	0.063981574	0.950086894	-0.050632789	0.963694784
4933406I18Rik	0.215460261	0.888	-0.853155234	0.0971	-0.637694973	0.286
4933407G14Rik	0.132257214	NA	0.225947895	0.929339147	0.358205108	0.894096606
4933407K13Rik	-0.095852204	0.930195531	0.05832863	0.899922251	-0.037523574	0.941644912
4933408B17Rik	-0.344389375	0.828981094	0.679180512	0.266383286	0.334791137	0.645865047
4933408J17Rik	1.849168846	NA	-1.740020522	0.341	0.109148323	0.964
4933408N05Rik	0.954699769	NA	0.168583609	0.927725149	1.123283378	0.493906006
4933411K16Rik	-5.596797481	NA	1.053096275	0.595913534	-4.543701206	0.03443375
4933412E12Rik	-0.430460689	0.551	-0.324941769	0.306	-0.755402459	0.0279
4933416E03Rik	-2.02054806	NA	1.063582691	0.58732265	-0.95696537	0.677413528
4933417D19Rik	-0.039481328	0.981669905	0.738713193	0.166932391	0.699231864	0.269201339
4933417E11Rik	-2.632920784	NA	-1.498780307	0.125	-4.131701091	0.0102
4933421O10Rik	-0.051447357	0.86	0.511884425	1.80E-08	0.460437068	1.28E-05
4933422A05Rik	-0.448424664	NA	0.705036167	0.750988903	0.256611503	0.911315612
4933424G06Rik	0.061409338	0.978457274	-0.028331859	0.976222205	0.03307748	0.975159757
4933427D14Rik	-0.340587604	0.205022474	0.358019534	0.004741412	0.01743193	0.927426496
4933427E11Rik	-0.838751788	NA	0.303118357	0.761	-0.535633431	0.612
4933427G17Rik	0.324350013	0.904380091	0.376661469	0.72874486	0.701011482	0.52978563
4933428C19Rik	-1.144343632	NA	-0.829589651	0.472339435	-1.973933283	0.141270309
4933430I17Rik	-0.967957715	0.322	0.365880952	0.484	-0.602076763	0.261
4933431E20Rik	-0.05067141	0.904	-0.731901608	5.58E-09	-0.782573017	8.76E-08
4933432I09Rik	-1.829737716	NA	-0.072643175	0.954	-1.902380892	0.119
4933432K03Rik	0.666393812	0.788183538	-2.73679807	0.001910014	-2.070404258	0.034492894
4933433G15Rik	1.367645459	NA	-1.310802655	0.135563575	0.056842804	0.964052311
4933434E20Rik	0.09974684	0.59	0.34076907	8.26E-07	0.44051591	2.87E-08
4933439C10Rik	-0.124592624	0.736	-0.290749756	0.0344	-0.415342379	0.0047
4933439K11Rik	-0.178857559	0.853	0.161613379	0.697	-0.017244181	0.973
4933440M02Rik	1.935068848	NA	-2.878818169	0.0618	-0.943749322	0.587
5031414D18Rik	1.583024713	0.298099215	-1.369163136	0.05469274	0.213861577	0.828468044
5031425E22Rik	-0.244570386	0.161	-0.350779585	1.50E-05	-0.59534997	8.24E-11
5031434O11Rik	0.117571348	0.928472878	-0.410870921	0.394959543	-0.293299573	0.580396898
5031439G07Rik	-0.064789017	0.783	-0.193164118	0.0196	-0.257953136	0.00556
5033403F01Rik	0.836619464	0.459740325	-0.325536195	0.577467667	0.511083269	0.398501193
5033406O09Rik	0.068618489	0.947	0.775427113	0.016	0.844045602	0.0182
5330411J11Rik	-1.865230041	NA	-2.047741248	0.0562	-3.912971289	0.0221
5330413P13Rik	0.530038697	0.261	-0.243283403	0.32	0.286755294	0.289
5330417C22Rik	-0.174970376	0.200068317	-0.34646405	1.67E-08	-0.521434426	6.97E-14
5330426P16Rik	0.893688278	0.0142	0.346311213	0.103	1.239999491	1.34E-08
5330434G04Rik	0.263288249	0.654018329	-0.341716654	0.162152843	-0.078428406	0.800872253
5330439B14Rik	1.459431765	0.039193311	1.204788596	0.000844183	2.664220361	1.02E-10
5430402O13Rik	-0.092163213	0.947578317	0.068136345	0.905278491	-0.024026868	0.971760712
5430405H02Rik	-0.308040391	0.379714423	0.976257123	1.69E-11	0.668216732	9.23E-05
5430416N02Rik	0.11396434	0.804	2.315751303	1.76E-59	2.429715643	1.75E-46
5430425K12Rik	0.425269775	NA	-0.127106728	0.92	0.298163047	0.811
5430427O19Rik	-0.56442063	NA	-0.88730669	0.595663255	-1.45172732	0.424583471
5530401A14Rik	0.264860652	0.598	0.738532602	0.000127	1.003393254	2.76E-06
5530601H04Rik	-0.43327114	0.222	0.042671836	0.846	-0.390599304	0.0454
5730403I07Rik	1.214672344	NA	0.590253593	0.802	1.804925938	0.443
5730405O15Rik	-0.287571191	0.773	-0.363280794	0.375	-0.650851985	0.109
5730408K05Rik	0.031353518	0.987776441	-0.262260338	0.732921202	-0.230906819	0.771289845
5730409E04Rik	-0.169848743	0.489	-0.247786065	0.0161	-0.417634809	0.00024
5730420D15Rik	0.462828163	NA	0.053859865	0.968270156	0.516688028	0.733656053
5730422E09Rik	-1.233280118	NA	0.044509512	0.985326628	-1.188770607	0.621167838
5730435O14Rik	-2.641889533	NA	-1.440365428	0.526943556	-4.08225496	0.087201094
5730455P16Rik	0.116914558	0.625	-0.105880286	0.304	0.011034272	0.937
5730480H06Rik	-0.506202083	0.606	-0.405666147	0.363	-0.91186823	0.0363
5730507C01Rik	-0.655682953	0.645	0.210317672	0.761	-0.445365281	0.533
5730508B09Rik	0.132829506	0.851	-0.26714069	0.309	-0.134311184	0.676
5730522E02Rik	0.605851627	NA	-0.843420742	0.45033444	-0.237569115	0.849895708
5730559C18Rik	0.469884952	0.088	-0.456628604	0.000874	0.013256348	0.951
5830415F09Rik	0.220749995	0.57	0.27502835	0.0856	0.495778346	0.00522
5830416P10Rik	-1.546731045	0.163219746	-1.118656451	0.028781227	-2.665387496	1.75E-05
5830417I10Rik	-0.289615377	0.138	0.206024456	0.0368	-0.083590922	0.506
5830432E09Rik	1.373510799	NA	-0.587309589	0.778	0.78620121	0.738
5830444B04Rik	0.213918509	0.84	0.129786432	0.776	0.343704941	0.455
5830454E08Rik	-0.198537911	0.755	-0.108315089	0.696	-0.306853001	0.275
5830473C10Rik	-0.612918417	0.577111892	0.3649316	0.47552073	-0.247986818	0.672851774
5930403L14Rik	-0.758396995	0.3	0.162559069	0.689	-0.595837926	0.142
5930430L01Rik	0.164538222	0.68007723	-0.930270247	2.41E-11	-0.765732025	3.15E-06
5930438M14Rik	-1.299634616	NA	0.273512312	0.894	-1.026122303	0.609
6030419C18Rik	0.705787861	0.315	0.798740819	0.00899	1.50452868	2.49E-05
6030443J06Rik	0.130565533	0.90790207	-0.146764733	0.750868048	-0.016199199	0.977506048
6030458C11Rik	-0.034341034	0.915	0.273186361	0.00785	0.238845327	0.0454
6030466F02Rik	0.192984313	NA	-1.419531589	0.368	-1.226547276	0.582
6230400D17Rik	0.400069606	0.838	-0.791161157	0.291	-0.391091551	0.654
6330403A02Rik	-1.51711092	NA	1.268736719	0.523	-0.248374201	0.937
6330403K07Rik	-0.173864564	0.748	0.078721895	0.737	-0.095142669	0.722
6330408A02Rik	-0.017869574	0.966	0.069839216	0.644	0.051969642	0.764
6330415G19Rik	-0.093530284	0.918	-0.472464933	0.123	-0.565995218	0.0999
6330416G13Rik	0.338623798	0.057766638	0.585615248	9.05E-12	0.924239046	2.11E-20
6330418K02Rik	0.442743665	0.46	0.052762022	0.875	0.495505686	0.0987
6330549D23Rik	-0.430214426	0.735	-0.220947488	0.687	-0.651161914	0.255
6430411K18Rik	-0.475849265	0.751	-0.659021977	0.27	-1.134871241	0.0624
6430503K07Rik	-0.657584961	0.544	-0.36015954	0.487	-1.0177445	0.0451
6430531B16Rik	-0.431434631	0.829	-0.679257202	0.344	-1.110691833	0.206
6430548M08Rik	0.121818346	0.612	0.537932401	9.47E-10	0.659750747	5.46E-11
6430550D23Rik	-0.126792403	0.950289849	-0.242851263	0.759705979	-0.369643666	0.647784123
