Gene Name	deltaFC_Male	interaction_padj_Male	FC_Male_6hr_TGvsDMSO	padj_Male_6hr_TGvsDMSO	FC_Male_12hr_TGvsDMSO	padj_Male_12hr_TGvsDMSO
2810429I04Rik	-2.079364636	NA	2.271959312	0.378	0.192594676	0.941
2810442N19Rik	-0.378140845	NA	1.44937804	0.259	1.071237195	0.287
2810454H06Rik	-0.077239012	0.915889597	0.032154216	0.934190641	-0.045084795	0.90350626
2810468N07Rik	2.112757463	NA	0.108548562	0.935	2.221306025	0.0682
2810474O19Rik	-0.146626024	0.595729629	0.016481859	0.922887027	-0.130144166	0.388327375
2900005J15Rik	-0.50270727	0.189	-0.717611112	0.000483	-1.220318382	3.75E-09
2900008C10Rik	-0.190419	0.64	-0.522347956	0.00501	-0.712766955	0.000197
2900009J06Rik	0.258041095	NA	1.100018508	0.407538665	1.358059603	0.320974351
2900011O08Rik	-4.421511394	NA	3.464800352	0.143842459	-0.956711041	0.75667612
2900026A02Rik	-0.406457746	0.000139265	-0.517778798	2.11E-16	-0.924236545	1.37E-43
2900041M22Rik	-1.080268733	NA	-3.378340899	0.066206677	-4.458609633	0.013465615
2900052N01Rik	-0.045823965	NA	-0.985756869	0.535265309	-1.031580834	0.505001358
2900055J20Rik	-1.686842953	NA	2.669487474	0.035695984	0.982644521	0.496700647
2900060B14Rik	-0.712716789	NA	2.144184975	0.479784893	1.431468187	0.664071309
2900076A07Rik	0.063285904	0.886184337	1.147716792	9.63E-12	1.211002696	6.91E-12
2900097C17Rik	-0.15985069	0.34	-0.032466494	0.767	-0.192317184	0.0375
3000002C10Rik	-0.164018221	0.767	-0.016138307	0.961	-0.180156528	0.516
3010001F23Rik	-0.705392285	0.518	0.537674701	0.382	-0.167717584	0.799
3010026O09Rik	0.090087698	0.899037627	0.041376086	0.912978083	0.131463784	0.709798246
3110001I22Rik	0.19165188	0.7501508	0.858698552	0.000965009	1.050350432	5.70E-05
3110002H16Rik	0.189430418	0.237262457	-0.053313161	0.606167507	0.136117258	0.15145398
3110009E18Rik	0.477478701	0.447863641	-0.039107058	0.923015374	0.438371643	0.218762706
3110021A11Rik	-0.968110724	NA	-0.293876445	0.813566411	-1.261987169	0.249223866
3110021N24Rik	-0.569680103	NA	2.713156636	0.018742018	2.143476533	0.060316475
3110039I08Rik	-1.414098605	0.042502219	-0.160362816	0.752905352	-1.574461421	0.000209583
3110040N11Rik	0.27227237	0.29023688	-0.120254633	0.446713043	0.152017737	0.322068608
3110043O21Rik	0.675712411	5.95E-05	1.297646115	3.77E-39	1.973358526	1.56E-78
3110045C21Rik	0.193893463	0.820567626	1.230629048	0.000333811	1.424522511	9.20E-05
3110052M02Rik	-0.350482925	0.04243085	0.453678729	2.74E-06	0.103195804	0.380714547
3110056K07Rik	-0.331476831	0.465	-0.169672158	0.518	-0.501148989	0.0361
3110057O12Rik	-0.272212447	0.504	0.256681618	0.242	-0.015530829	0.954
3110062M04Rik	0.25982045	0.381	0.300637439	0.056	0.56045789	0.000289
3110070M22Rik	-0.268707644	0.730271308	-0.363087547	0.350548779	-0.631795191	0.090430063
3110082I17Rik	0.510847732	0.000566301	0.316434269	0.000607804	0.827282001	1.81E-19
3300002I08Rik	0.10437324	NA	-0.427784867	0.543	-0.323411627	0.64
3300005D01Rik	0.808172337	NA	2.101127088	0.443410421	2.909299426	0.298363661
3425401B19Rik	-0.385456666	0.58	-1.18359657	0.000137	-1.569053236	3.08E-06
3632451O06Rik	-1.003368036	NA	-1.317545746	0.146233877	-2.320913782	0.017766451
3632454L22Rik	1.311573951	0.131205488	0.743714401	0.153018132	2.055288352	3.38E-05
3830403N18Rik	-1.794392364	NA	-0.790040136	0.846807622	-2.5844325	0.496500334
3830406C13Rik	0.14659847	0.68378546	-0.139994849	0.453339051	0.006603621	0.977356587
3830408C21Rik	0.721114133	0.492325548	-1.068297894	0.047087285	-0.347183761	0.570925493
3930402G23Rik	0.76055449	0.445939987	0.991231077	0.035038725	1.751785567	0.001196895
4430402I18Rik	-0.669507439	0.191334921	0.590320706	0.04150628	-0.079186733	0.82435985
4632404H12Rik	0.528385974	0.037206922	-0.187647748	0.259538304	0.340738226	0.03151882
4632415L05Rik	0.230664419	0.189067767	0.413076574	6.08E-06	0.643740992	1.75E-11
4632427E13Rik	-0.232473181	0.84232769	-0.126738249	0.838584527	-0.35921143	0.533245581
4632428C04Rik	-0.489186093	0.116922362	-1.228242045	4.00E-14	-1.717428138	4.70E-23
4632428N05Rik	-0.01665846	0.982962687	-1.196247122	1.75E-05	-1.212905581	1.36E-05
4732416N19Rik	2.345940116	NA	-0.968959963	0.429837526	1.376980154	0.233144025
4732456N10Rik	-0.289112167	NA	0.106390877	0.943	-0.18272129	0.891
4732471J01Rik	-0.409353643	NA	0.353672723	0.595483363	-0.05568092	0.936905216
4732490B19Rik	-2.921289544	NA	2.242654586	0.256293734	-0.678634958	0.758710176
4732491K20Rik	-0.126417093	0.788	0.422096505	0.037	0.295679411	0.184
4831407H17Rik	-0.462704301	NA	-1.788187516	0.524119185	-2.250891818	0.436279037
4831440E17Rik	-0.797107535	0.074149765	-0.363760921	0.196796404	-1.160868456	7.01E-06
4833411C07Rik	-1.255888826	NA	-0.073264954	0.970246488	-1.32915378	0.426306134
4833412C05Rik	-0.852570977	NA	0.819974295	0.676	-0.032596682	0.992
4833417C18Rik	-3.632047543	NA	0.391268887	0.864	-3.240778656	0.153
4833418N02Rik	0.122355449	0.839503883	0.364289016	0.177105614	0.486644465	0.067467363
4833419F23Rik	-0.345149195	NA	0.644545911	0.323719002	0.299396716	0.684389303
4833420G17Rik	-0.332191593	0.056356583	-0.11436047	0.31343779	-0.446552063	1.35E-05
4833422C13Rik	-3.028620266	NA	1.351136471	0.237543219	-1.677483796	0.13987221
4833422M21Rik	-0.193914368	NA	0.841544368	0.335560884	0.647629999	0.484401815
4833427G06Rik	1.306422254	NA	-2.113277874	0.191375647	-0.80685562	0.621749282
4833439L19Rik	-0.180702899	0.062	-0.049188345	0.45	-0.229891245	5.46E-05
4921504A21Rik	0.029970292	0.982361003	0.186887475	0.763027834	0.216857768	0.728580208
4921507L20Rik	0.188508882	NA	3.819701885	0.150105753	4.008210767	0.146593394
4921507P07Rik	0.500352503	0.489925382	0.110380994	0.805189766	0.610733497	0.121634515
4921524J17Rik	0.134608818	0.714156802	0.213308299	0.233196791	0.347917117	0.04721691
4921525O09Rik	-0.291216853	NA	0.81853671	0.681883343	0.527319857	0.813252884
4921531C22Rik	0.437658274	0.292	-0.545418041	0.0147	-0.107759767	0.687
4921536K21Rik	0.395130684	0.397019193	0.467720163	0.05663835	0.862850846	0.000359071
4930402H24Rik	-0.456080766	3.31E-05	-0.749672343	8.85E-31	-1.20575311	1.07E-67
4930404H11Rik	0.013825738	NA	1.460769971	0.166032966	1.474595709	0.188502328
4930404I05Rik	-0.531125568	NA	2.668706093	0.28592139	2.137580525	0.427414705
4930404N11Rik	2.170160955	NA	-0.293856386	0.853626349	1.876304569	0.154678474
4930405A21Rik	0.515083192	0.559008551	0.028544275	0.960654205	0.543627466	0.240844656
4930405O22Rik	-2.018079935	NA	-1.801345136	0.450351823	-3.819425072	0.065530199
4930412C18Rik	0.772841336	0.332914882	-0.488100656	0.302978266	0.284740679	0.559263289
4930413F20Rik	1.216409743	NA	-0.54633647	0.59223178	0.670073273	0.471169259
4930413G21Rik	1.336178006	0.228	0.019706585	0.981	1.35588459	0.0287
4930415F15Rik	1.541653898	NA	-0.571581303	0.767952964	0.970072595	0.664244963
4930417O13Rik	-2.796491451	NA	2.795169668	0.025542558	-0.001321783	0.999878908
4930426D05Rik	-2.743796694	NA	-1.271110624	0.187	-4.014907318	0.00348
4930426L09Rik	1.641425458	NA	-1.088509653	0.209	0.552915805	0.573
4930427A07Rik	0.169485525	0.670972492	-0.293286956	0.120664767	-0.12380143	0.574244287
4930429B21Rik	-0.332940558	0.793	0.452696226	0.464	0.119755668	0.865
4930429F24Rik	2.066932685	NA	-0.732223025	0.717784269	1.33470966	0.500575401
4930430F08Rik	-0.042386824	0.888804021	0.062920548	0.676455434	0.020533724	0.897921087
4930432J09Rik	1.965385516	NA	2.049839048	0.17836015	4.015224564	0.030795185
4930432K21Rik	-1.536017567	NA	0.506288898	0.678196379	-1.029728669	0.387825879
4930444P10Rik	1.953719762	NA	-3.045203474	0.229820401	-1.091483713	0.683579579
4930445N18Rik	0.825472635	NA	-1.293844448	0.609320378	-0.468371813	0.859918862
4930451G09Rik	0.102963179	0.84	0.334272646	0.137	0.437235825	0.0511
4930452B06Rik	-0.251806591	0.831577271	-0.017358078	0.978961495	-0.269164669	0.659829091
4930453N24Rik	0.070842042	0.787	0.341231298	0.00171	0.412073341	0.000308
4930455C13Rik	4.774831714	NA	0.99079662	0.725	5.765628334	0.00351
4930455G09Rik	0.045955476	NA	-0.095432089	0.935	-0.049476613	0.965
4930470P17Rik	0.739352793	NA	-3.62590697	0.064271762	-2.886554177	0.180825716
4930471M09Rik	-1.351057279	NA	-0.252874632	0.923277976	-1.603931911	0.526380907
4930473A02Rik	0.470451461	NA	-0.394293797	0.756609835	0.076157664	0.95369625
4930480K23Rik	-0.003835495	0.996394439	0.309123876	0.417368326	0.305288381	0.428854831
4930481A15Rik	0.044356806	0.917019174	0.559819568	0.000603938	0.604176374	0.000396487
4930483J18Rik	0.424357308	NA	-1.711148815	0.574	-1.286791507	0.668
4930486L24Rik	1.574707512	NA	-0.836340175	0.53610597	0.738367337	0.572474599
4930488L21Rik	0.638276981	NA	0.658567366	0.331491601	1.296844347	0.051873293
4930502A04Rik	-0.024643406	0.983	-0.563163224	0.233	-0.58780663	0.211
4930502E09Rik	0.564217562	NA	-1.427005256	0.535062109	-0.862787694	0.705413421
4930502E18Rik	-1.964475001	NA	-0.255268009	0.85	-2.21974301	0.119
4930503B20Rik	-1.240157896	NA	0.438877445	0.627367206	-0.801280452	0.301898552
4930503L19Rik	-0.036854546	0.920953639	-0.321103289	0.028883437	-0.357957835	0.02035362
4930505A04Rik	0.523094194	NA	-0.842709743	0.178455348	-0.31961555	0.647417999
4930506C21Rik	2.611796414	NA	-0.632832564	0.467815114	1.97896385	0.009904601
4930507D05Rik	-1.59486961	NA	1.402273224	0.426	-0.192596386	0.929
4930509E16Rik	0.902564446	NA	-1.736691894	0.444	-0.834127448	0.779
4930511A08Rik	-1.39350489	NA	-1.588833175	0.541488558	-2.982338065	0.239540568
4930513N10Rik	0.659217593	0.557777843	0.093054866	0.893983612	0.752272459	0.20671446
4930513O06Rik	1.619619697	NA	1.521317523	0.209774542	3.140937219	0.020036927
4930515G01Rik	-0.787685327	0.378037861	-0.079967546	0.895204249	-0.867652872	0.074431587
4930519K11Rik	0.399656241	NA	-0.130873343	0.923	0.268782898	0.86
4930520O04Rik	0.506954203	NA	0.075786649	0.962	0.582740852	0.71
4930523C07Rik	-1.06393204	0.113647484	-1.583401318	6.88E-06	-2.647333358	8.29E-12
4930525G20Rik	0.281296536	0.652	-0.129992151	0.718	0.151304385	0.663
4930526I15Rik	0.479675351	0.025373419	0.266040778	0.044377395	0.74571613	4.43E-09
4930528A17Rik	-0.020069258	NA	-0.355402502	0.5875024	-0.375471759	0.587623444
4930538K18Rik	0.530857992	NA	1.081141623	0.28483933	1.611999615	0.131927119
4930539E08Rik	-0.725634664	0.133	-0.647518285	0.0133	-1.373152949	1.03E-06
4930539J05Rik	-0.007688795	0.996	-0.051366525	0.946	-0.059055319	0.937
4930548H24Rik	-1.22776222	NA	1.110961269	0.56393645	-0.11680095	0.964082547
4930550C14Rik	0.636767126	0.143896249	-1.061814286	5.94E-06	-0.42504716	0.105559364
4930552P12Rik	1.616822643	NA	-3.202247112	0.163	-1.585424469	0.503
4930555B11Rik	0.895127866	NA	-1.37347332	0.453395298	-0.478345454	0.796992454
4930556M19Rik	1.025332295	NA	-1.208316678	0.535500496	-0.182984383	0.927769624
4930562C15Rik	-0.700267687	NA	-2.241225575	0.377555889	-2.941493262	0.225405863
4930563E18Rik	0.638506673	NA	-2.983765782	0.016224693	-2.345259109	0.039973744
4930563E22Rik	-0.558576719	0.188904239	0.30496078	0.227190402	-0.253615939	0.346474725
4930570G19Rik	0.350271198	0.563	-1.341289123	1.82E-06	-0.991017925	0.00059
4930577N17Rik	0.071832043	0.936131108	-0.72516596	0.046330152	-0.653333917	0.076339126
4930578M01Rik	-0.639447144	0.195	-0.477451646	0.0937	-1.11689879	3.79E-05
4930579G18Rik	1.726140724	NA	-0.309346899	0.89	1.416793826	0.43
4930579G24Rik	0.742216991	0.175961546	-0.590294713	0.057976102	0.151922278	0.685214108
4930579K19Rik	0.666887458	0.169095391	-0.67744856	0.012914866	-0.010561102	0.977969978
4930581F22Rik	-0.123594502	0.936119613	-1.139405421	0.067111756	-1.262999923	0.044943692
4930583K01Rik	1.757644539	NA	-0.705921375	0.675336346	1.051723164	0.514521009
4930590J08Rik	2.323246126	NA	-0.946486359	0.593437362	1.376759767	0.564931579
4930592I03Rik	-0.22729986	NA	0.400910486	0.823	0.173610626	0.93
4930593A02Rik	3.51697854	NA	0.174672848	0.941258592	3.691651388	0.073919423
4930599N23Rik	0.027689428	NA	-0.069444276	0.925068336	-0.041754848	0.955825305
4931406C07Rik	0.049914233	0.831739565	-0.258618495	0.007399329	-0.208704262	0.044267646
4931406H21Rik	-0.258309528	NA	-0.167489998	0.882	-0.425799526	0.663
4931406P16Rik	-0.180717911	0.351	-0.188884261	0.0691	-0.369602172	0.000306
4931408D14Rik	-1.665846436	0.0207	-0.003244869	0.995	-1.669091305	0.000136
4931409K22Rik	-0.381197472	NA	-4.34634903	0.0243	-4.727546502	0.0147
4931414P19Rik	0.385545173	0.194862762	-0.086774295	0.662739409	0.298770879	0.089531183
4931423N10Rik	-0.149302109	NA	-0.740610464	0.696482504	-0.889912574	0.54711007
4931428F04Rik	-0.13250527	0.561912503	0.437242458	2.44E-05	0.304737188	0.007588607
4931429I11Rik	-0.197102036	0.852	-1.58310903	0.000106	-1.780211065	6.98E-05
4931431B13Rik	0.983162576	NA	-0.446815183	0.684	0.536347393	0.66
4931440F15Rik	-2.242472151	NA	1.198229451	0.154	-1.0442427	0.256
4931440P22Rik	0.144713776	0.897792223	-0.035373856	0.953545431	0.10933992	0.851646852
4932416H05Rik	0.126345516	0.6491896	0.146281305	0.309172197	0.272626821	0.042713813
4932438A13Rik	-0.389601581	0.012290261	0.278589531	0.002858798	-0.11101205	0.30311854
4932438H23Rik	2.622497528	NA	-3.481206832	0.161591927	-0.858709304	0.740692096
4932702P03Rik	1.955312199	NA	1.008098149	0.697457829	2.963410348	0.158821214
4933400B14Rik	0.241909082	NA	4.035035294	0.054288399	4.276944376	0.053843247
4933404O12Rik	0.584142004	0.002771447	0.778649694	6.20E-12	1.362791698	8.91E-31
4933405O20Rik	2.962658348	NA	-1.477112094	0.369656133	1.485546254	0.365756569
4933406C10Rik	0.626869608	NA	-0.094628001	0.92018761	0.532241606	0.502158212
4933406I18Rik	-0.887422873	0.389	-0.208014687	0.751	-1.09543756	0.0552
4933407G14Rik	0.422197178	NA	1.443285912	0.604661706	1.865483089	0.551884737
4933407K13Rik	-0.730365914	0.271692714	0.013314498	0.977976671	-0.717051416	0.059691875
4933408B17Rik	-0.574972065	0.589998922	0.694184534	0.209319032	0.119212469	0.85228294
4933408J17Rik	1.200279667	NA	0.490379562	0.825	1.690659229	0.35
4933408N05Rik	-0.110894	NA	2.257436976	0.225182005	2.146542976	0.287429113
4933411K16Rik	-0.385131867	NA	0.426104615	0.809199497	0.040972748	0.98675919
4933412E12Rik	0.12909118	0.857	-0.648845927	0.0291	-0.519754747	0.102
4933416E03Rik	2.17983085	NA	-1.089007544	0.750775474	1.090823306	0.761188083
4933417D19Rik	0.284202539	NA	0.487686244	0.496596021	0.771888783	0.273999616
4933417E11Rik	-1.778542363	NA	-0.144391529	0.919	-1.922933892	0.12
4933421O10Rik	0.087251936	0.638	0.410522401	4.53E-07	0.497774338	4.48E-09
4933422A05Rik	-0.134092125	NA	2.118794119	0.362962053	1.984701995	0.367940862
4933424G06Rik	-1.117868126	NA	0.455920801	0.72072067	-0.661947325	0.597179152
4933427D14Rik	-0.430878691	0.044353187	0.175695144	0.193433559	-0.255183547	0.0621921
4933427E11Rik	3.062486547	NA	-0.705265023	0.535	2.357221524	0.0813
4933427G17Rik	-0.906468561	NA	0.57355042	0.437387965	-0.332918141	0.665296331
4933428C19Rik	-0.768844186	NA	-1.657752142	0.095409076	-2.426596328	0.02269158
4933430I17Rik	-0.69553827	NA	0.696388765	0.301	0.000850495	1
4933431E20Rik	-0.284765267	0.312	-0.667291499	1.77E-06	-0.952056766	8.12E-11
4933432I09Rik	-1.252005548	NA	-0.018171111	0.99	-1.270176659	0.311
4933432K03Rik	0.481294812	NA	-0.169448971	0.893775889	0.311845841	0.78958268
4933433G15Rik	1.165287375	NA	-0.996187143	0.395010858	0.169100232	0.893146786
4933434E20Rik	-0.05886486	0.77	0.392160772	1.74E-06	0.333295913	0.000148
4933439C10Rik	-0.065086113	0.845	-0.291036911	0.0415	-0.356123024	0.0124
4933439K11Rik	-0.356250775	0.689	-0.264017426	0.588	-0.620268201	0.154
4933440M02Rik	0.539999299	NA	-0.487633613	0.776	0.052365687	0.978
5031414D18Rik	0.05465257	NA	-0.528196753	0.583584768	-0.473544183	0.625216127
5031425E22Rik	-0.116735849	0.578	-0.386317288	5.14E-05	-0.503053137	3.91E-07
5031434O11Rik	-0.077837886	0.953288976	-0.294235404	0.640580943	-0.37207329	0.543466815
5031439G07Rik	-0.095729364	0.541	-0.243374042	0.000914	-0.339103406	7.47E-06
5033403F01Rik	-0.668300777	0.50091588	0.497602503	0.360358165	-0.170698274	0.783449371
5033406O09Rik	0.716082179	0.268	0.255526876	0.535	0.971609055	0.00578
5330411J11Rik	-0.725762121	NA	-0.953697939	0.368	-1.67946006	0.178
5330413P13Rik	0.255525338	0.603	-0.276720054	0.287	-0.021194717	0.944
5330417C22Rik	-0.222559322	0.15064578	-0.338633059	4.37E-05	-0.561192381	4.86E-11
5330426P16Rik	0.483110319	0.267	0.628113674	0.00628	1.111223993	1.90E-06
5330434G04Rik	-0.219874136	0.681616086	-0.26805404	0.32347938	-0.487928176	0.059784069
5330439B14Rik	0.885567776	0.390087388	1.322947854	0.015412647	2.20851563	1.81E-05
5430402O13Rik	-0.163369439	0.896728026	-0.157770811	0.806244261	-0.32114025	0.598249545
5430405H02Rik	0.245713799	0.481724547	0.748179813	5.23E-06	0.993893612	6.15E-09
5430416N02Rik	0.234432322	0.558	2.211349444	6.76E-38	2.445781766	2.33E-39
5430425K12Rik	1.09946007	NA	0.088504584	0.953	1.187964654	0.411
5430427O19Rik	-4.128025012	NA	1.579267666	0.497071534	-2.548757345	0.311884045
5530401A14Rik	0.184464961	0.74	1.058032799	8.91E-06	1.242497759	2.19E-07
5530601H04Rik	-0.190318975	0.663	-0.088701939	0.72	-0.279020914	0.209
5730403I07Rik	-1.340760237	NA	2.614607388	0.447	1.273847151	0.742
5730405O15Rik	0.194246398	0.805	-0.319791465	0.406	-0.125545068	0.761
5730408K05Rik	0.0989558	0.942025077	-0.380909632	0.544823001	-0.281953831	0.658862706
5730409E04Rik	0.13462272	0.534	-0.355641233	0.000472	-0.221018513	0.0468
5730420D15Rik	-0.40625164	NA	0.671847954	0.652484002	0.265596314	0.889953355
5730422E09Rik	3.936576153	NA	-1.507621877	0.398604277	2.428954276	0.279884695
5730435O14Rik	0.092413928	NA	1.382953823	0.450472798	1.475367751	0.456508222
5730455P16Rik	0.084110391	0.717	-0.052475846	0.678	0.031634545	0.81
5730480H06Rik	-0.674731814	0.376	0.205885927	0.668	-0.468845887	0.287
5730507C01Rik	0.621504906	NA	-0.262275602	0.787	0.359229304	0.718
5730508B09Rik	-0.039269989	0.948	-0.130645357	0.643	-0.169915346	0.555
5730522E02Rik	0.294414794	NA	0.658605787	0.669264528	0.953020581	0.603034693
5730559C18Rik	0.286602721	0.19	-0.262936511	0.0298	0.02366621	0.88
5830415F09Rik	0.08617315	0.845	0.619961049	0.000416	0.706134198	0.000139
5830416P10Rik	-0.935818039	NA	-0.999388094	0.223740091	-1.935206132	0.025836405
5830417I10Rik	-0.371917014	0.0338	0.12097296	0.293	-0.250944054	0.023
5830432E09Rik	-1.018274086	NA	0.482114557	0.891	-0.536159529	0.868
5830444B04Rik	0.586786462	0.599	0.19368573	0.77	0.780472191	0.177
5830454E08Rik	0.696664932	0.124	-0.34760493	0.214	0.349060003	0.219
5830473C10Rik	-0.063022438	0.948573062	0.867561214	0.024999526	0.804538776	0.048847191
5930403L14Rik	0.179092528	0.875	-0.440434495	0.415	-0.261341967	0.638
5930430L01Rik	0.056283948	0.911452318	-0.716347771	0.00018877	-0.660063823	0.001347842
5930438M14Rik	0.484383476	NA	0.315134526	0.92	0.799518001	0.797
6030419C18Rik	0.516467054	0.414	1.429750683	1.12E-06	1.946217737	2.23E-09
6030443J06Rik	-0.298468181	0.765559778	0.147202101	0.791827723	-0.15126608	0.778412851
6030458C11Rik	-0.169250724	0.382	0.358139738	0.000182	0.188889015	0.0784
6030466F02Rik	-2.463120058	NA	2.448947057	0.567	-0.014173002	0.999
6230400D17Rik	-2.349598256	NA	0.687516658	0.32	-1.662081597	0.0302
6330403A02Rik	-6.853429654	NA	3.857574892	0.00541	-2.995854761	0.126
6330403K07Rik	-0.460095989	0.264	-0.064745658	0.819	-0.524841647	0.023
6330408A02Rik	0.091101104	0.79	-0.005821872	0.977	0.085279232	0.629
6330415G19Rik	0.352767416	0.564	-0.712424628	0.018	-0.359657212	0.262
6330416G13Rik	0.343977618	0.04004355	0.705088615	7.41E-15	1.049066232	3.71E-27
6330418K02Rik	0.199243905	0.74	0.345973525	0.234	0.54521743	0.0512
6330549D23Rik	1.041805581	0.313	-0.183490769	0.787	0.858314812	0.152
6430411K18Rik	-0.475494551	NA	-0.788302034	0.222	-1.263796585	0.0364
6430503K07Rik	-0.540871983	0.633	-0.622468517	0.276	-1.1633405	0.0395
6430531B16Rik	2.556735683	NA	-0.717408249	0.507	1.839327434	0.109
6430548M08Rik	0.00400686	0.986	0.52775182	3.31E-12	0.531758681	3.95E-11
6430550D23Rik	0.647997428	NA	-0.010911718	0.991927618	0.63708571	0.451786848
6430562O15Rik	0.266680108	0.801008714	-2.699386016	1.65E-09	-2.432705907	6.31E-09
6430571L13Rik	-0.092931094	0.87543769	-0.518218134	0.032207718	-0.611149229	0.018117981
6430573F11Rik	-0.179701989	0.621	-0.080980239	0.7	-0.260682228	0.16
6530402F18Rik	0.589037592	0.204849689	0.236052608	0.41874573	0.8250902	0.001398732
6720468P15Rik	0.689211227	NA	0.470158407	0.75713902	1.159369635	0.362369207
6720483E21Rik	-2.586834022	NA	-1.01935525	0.603366289	-3.606189273	0.059804763
6720489N17Rik	1.204367629	0.185697277	-0.66179256	0.19397271	0.542575069	0.368295042
