Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,transf log(1/p val),Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers,Pathway name short
R-HSA-5626467,RHO GTPases activate IQGAPs,10,36,0.00252667,7.29E-04,,0.024781666,1,5,4.06E-04,9606,Homo sapiens,Tubb5;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Tuba4a;Tubb4b;Tubb4a,,R-HSA-5672329,RHO GTPases activate IQGAPs
R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,10,37,0.002596856,8.94E-04,,0.029510436,4,6,4.87E-04,9606,Homo sapiens,Tubb5;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Tuba4a;Tubb4b;Tubb4a,,R-HSA-389970;R-HSA-389954;R-HSA-389980;R-HSA-389961,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding
R-HSA-8948216,Collagen chain trimerization,11,44,0.003088153,9.46E-04,,0.03028055,10,28,0.002274943,9606,Homo sapiens,Col1a2;Col26a1;Col16a1;Col27a1;Col1a1;Col5a3;Col14a1;Col5a1;Col9a2;Col6a3;Col8a2,,R-HSA-8944218;R-HSA-8944250;R-HSA-8944219;R-HSA-8944236;R-HSA-8944254;R-HSA-8944223;R-HSA-8944242;R-HSA-8944229;R-HSA-8944214;R-HSA-8944247,Collagen chain trimerization
R-HSA-190828,Gap junction trafficking,12,52,0.003649635,0.001118171,,0.0346633,7,20,0.001624959,9606,Homo sapiens,Ap2m1;Tubb5;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Cltb;Tuba4a;Tubb4b;Tubb4a,,R-HSA-196017;R-HSA-190519;R-HSA-196026;R-HSA-190520;R-HSA-191737;R-HSA-190877;R-HSA-190829,Gap junction trafficking
R-HSA-2408522,Selenoamino acid metabolism,27,181,0.012703537,0.00163705,,0.050748554,6,33,0.002681183,9606,Homo sapiens,Rps26;Rps16;Rps28;Rps29;Rps5;Rpl27a;Rpl13;Rplp2;Rpl27;Rpl38;Rps21;Eprs;Rps13;Rpl41;Cbs;Rplp0;Rpl12;Rplp1;Rpl34;Rpl13a;Rps2;Rpl36al;Papss1;Rpl10a,,R-HSA-2408529;R-HSA-2408546;R-HSA-2408540;R-HSA-2408525;R-HSA-2408559;R-HSA-5333615,Selenoamino acid metabolism
R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,11,48,0.003368894,0.001863575,,0.054853734,22,22,0.001787455,9606,Homo sapiens,Tubb5;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Tuba4a;Tubb4b;Tubb4a;Grin1,,R-HSA-9609746;R-HSA-9610802;R-HSA-9609747;R-HSA-9610195;R-HSA-9609744;R-HSA-9611030;R-HSA-9610327;R-HSA-9610270;R-HSA-9610750;R-HSA-9610879;R-HSA-9610653;R-HSA-9610627;R-HSA-9609728;R-HSA-9609738;R-HSA-9609739;R-HSA-9610408;R-HSA-9611368;R-HSA-9609737;R-HSA-9609742;R-HSA-9609743;R-HSA-9609740;R-HSA-9609741,Assembly and cell surface presentation of NMDA receptors
R-HSA-190861,Gap junction assembly,10,41,0.002877597,0.001891508,,0.054853734,3,16,0.001299968,9606,Homo sapiens,Tubb5;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Tuba4a;Tubb4b;Tubb4a,,R-HSA-190520;R-HSA-191737;R-HSA-190877,Gap junction assembly
R-HSA-157858,Gap junction trafficking and regulation,12,56,0.003930376,0.002054514,,0.058294501,7,24,0.001949951,9606,Homo sapiens,Ap2m1;Tubb5;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Cltb;Tuba4a;Tubb4b;Tubb4a,,R-HSA-196017;R-HSA-190519;R-HSA-196026;R-HSA-190520;R-HSA-191737;R-HSA-190877;R-HSA-190829,Gap junction trafficking and regulation
R-HSA-168273,Influenza Viral RNA Transcription and Replication,26,175,0.012282426,0.002081946,,0.058294501,5,14,0.001137472,9606,Homo sapiens,Rps26;Rps16;Rps28;Rps29;Rps5;Rpl27a;Rpl13;Rplp2;Rpl27;Rpl38;Polr2f;Rps21;Rps13;Sec13;Rpl41;Rplp0;Rpl12;Rplp1;Rpl34;Rpl13a;Rps2;Rpl36al;Rpl10a,,R-HSA-192627;R-HSA-192704;R-HSA-168326;R-HSA-192841;R-HSA-192925,Influenza Viral RNA Transcription and Replication
R-HSA-168255,Influenza Life Cycle,27,188,0.013194834,0.002736151,,0.071172963,8,51,0.004143646,9606,Homo sapiens,Rps26;Rps16;Rps28;Rps29;Rps5;Rpl27a;Rpl13;Rplp2;Rpl27;Rpl38;Polr2f;Rps21;Rps13;Sec13;Rpl41;Rplp0;Rpl12;Rplp1;Rpl34;Rpl13a;Rps2;Rpl36al;Calr;Rpl10a,,R-HSA-192627;R-HSA-192704;R-HSA-168880;R-HSA-169921;R-HSA-168337;R-HSA-168326;R-HSA-192841;R-HSA-192925,Influenza Life Cycle
R-HSA-6807878,COPI-mediated anterograde transport,18,107,0.007509826,0.002737422,,0.071172963,9,12,9.75E-04,9606,Homo sapiens,Cope;Tubb5;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Kdelr2;Ank1;Tmed9;Fkbp11;Tuba4a;Tubb4b;Tubb4a;Arfgap1,,R-HSA-6807877;R-HSA-6807875;R-HSA-6809011;R-HSA-6809010;R-HSA-6807872;R-HSA-6809006;R-HSA-6807868;R-HSA-6809003;R-HSA-6807866,COPI-mediated anterograde transport
R-HSA-168254,Influenza Infection,28,199,0.013966873,0.003056152,,0.079459956,10,59,0.00479363,9606,Homo sapiens,Rps16;Rpl13;Polr2f;Rpl38;Rps13;Sec13;Rpl12;Rpl34;Rps2;Calr;Rpl10a;Rps26;Rps28;Rps29;Rps5;Rpl27a;Rplp2;Pabpn1;Rpl27;Rps21;Rpl41;Rplp0;Rplp1;Rpl13a;Rpl36al,,R-HSA-168883;R-HSA-192627;R-HSA-192704;R-HSA-168880;R-HSA-169921;R-HSA-168337;R-HSA-168326;R-HSA-1176059;R-HSA-192841;R-HSA-192925,Influenza Infection
R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,11,52,0.003649635,0.003402216,,0.085055408,6,6,4.87E-04,9606,Homo sapiens,Tubb5;Tubb3;Tuba1b;Tubb2b;Ttll3;Tuba1a;Tubb2a;Tubb1;Tuba1c;Tuba4a;Tubb4b;Tubb4a,,R-HSA-8955706;R-HSA-8955869;R-HSA-8955712;R-HSA-8865774;R-HSA-8867370;R-HSA-8866105,Carboxyterminal post-translational modifications of tubulin
R-HSA-983189,Kinesins,13,68,0.0047726,0.003597774,,0.089944359,3,14,0.001137472,9606,Homo sapiens,Tubb5;Tubb3;Tuba1b;Tubb2b;Ambp;Tuba1a;Tubb2a;Tubb1;Kif5a;Tuba1c;Klc3;Tuba4a;Tubb4b;Tubb4a,,R-HSA-983259;R-HSA-983194;R-HSA-983266,Kinesins
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",11,54,0.003790006,0.004484538,,0.107628922,3,3,2.44E-04,9606,Homo sapiens,Rps26;Rps16;Rps28;Rps29;Rps5;Eif2s3x;Eif3g;Rps2;Rps21;Rps13,,R-HSA-72691;R-HSA-72663;R-HSA-72669,"Formation of the ternary complex, and subsequently, the 43S complex"
R-HSA-437239,Recycling pathway of L1,11,55,0.003860191,0.005119692,,0.122872619,7,14,0.001137472,9606,Homo sapiens,Ap2m1;Tubb5;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Tuba4a;Tubb4b;Tubb4a,,R-HSA-445079;R-HSA-555065;R-HSA-445077;R-HSA-392749;R-HSA-445071;R-HSA-392748;R-HSA-374696,Recycling pathway of L1
R-HSA-5620924,Intraflagellar transport,11,56,0.003930376,0.005823924,,0.133950256,8,12,9.75E-04,9606,Homo sapiens,Ift20;Tubb5;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Tuba4a;Tubb4b;Tubb4a,,R-HSA-5624949;R-HSA-5617828;R-HSA-5617825;R-HSA-5625424;R-HSA-5625426;R-HSA-5625421;R-HSA-5624952;R-HSA-5625416,Intraflagellar transport
R-HSA-948021,Transport to the Golgi and subsequent modification,29,219,0.015370578,0.005911181,,0.135957162,30,60,0.004874878,9606,Homo sapiens,Lman1;Tuba1b;Tuba1a;Lman2;Tuba1c;Kdelr2;Sec24d;Sec13;Tmed9;Sec16a;Fkbp11;Preb;Arfgap1;Cope;Tubb5;Tubb3;Tubb2b;Tubb2a;Trappc9;Tubb1;Ank1;F5;Chst8;Tuba4a;Tubb4b;Tubb4a;St8sia2,,R-HSA-5694421;R-HSA-5694418;R-HSA-203973;R-HSA-5694417;R-HSA-6809006;R-HSA-5694431;R-HSA-203977;R-HSA-5694428;R-HSA-6809003;R-HSA-6809011;R-HSA-6786034;R-HSA-6809010;R-HSA-947991;R-HSA-6807868;R-HSA-5694413;R-HSA-6807866;R-HSA-5694409;R-HSA-6807877;R-HSA-6807875;R-HSA-6807872;R-HSA-5694527;R-HSA-204008;R-HSA-5694522;R-HSA-5694439;R-HSA-5694436;R-HSA-5694435;R-HSA-5694433;R-HSA-5694446;R-HSA-1022133;R-HSA-5694441,Transport to the Golgi and subsequent modification
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",12,66,0.004632229,0.007335846,,0.161388618,3,6,4.87E-04,9606,Homo sapiens,Rps26;Rps16;Rps28;Rps29;Rps5;Eif2s3x;Eif4ebp1;Eif3g;Rps2;Rps21;Rps13,,R-HSA-156808;R-HSA-157849;R-HSA-72622,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,14,83,0.005825379,0.007469282,,0.164324199,4,10,8.12E-04,9606,Homo sapiens,Psmb5;Psmb4;Tubb5;Psmb6;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Rpn1;Tuba4a;Tubb4b;Tubb4a,,R-HSA-8852306;R-HSA-8852354;R-HSA-8852298;R-HSA-8852280,The role of GTSE1 in G2/M progression after G2 checkpoint
R-HSA-6794362,Protein-protein interactions at synapses,15,93,0.006527232,0.008454629,,0.180689779,28,33,0.002681183,9606,Homo sapiens,Lrrtm1;Shank1;Ptprd;Syt1;Ppfia3;Lrrc4b;Ppfia2;Apba3;Gria3;Stx1a;Nlgn2;Lrrc24;Nrxn2;Grin1,,R-HSA-6794338;R-HSA-6794336;R-HSA-6794351;R-HSA-6794349;R-HSA-6794348;R-HSA-6797803;R-HSA-6794346;R-HSA-6794345;R-HSA-6794344;R-HSA-8849878;R-HSA-6794357;R-HSA-6794356;R-HSA-6797554;R-HSA-6798258;R-HSA-6797810;R-HSA-6794354;R-HSA-6794353;R-HSA-6794352;R-HSA-6800380;R-HSA-388824;R-HSA-8849882;R-HSA-8849881;R-HSA-8849891;R-HSA-6797568;R-HSA-8855648;R-HSA-8849900;R-HSA-6797974;R-HSA-8849906,Protein-protein interactions at synapses
R-HSA-8856688,Golgi-to-ER retrograde transport,21,148,0.010387423,0.008604275,,0.180689779,10,18,0.001462463,9606,Homo sapiens,Rint1;Cope;Tubb5;Tubb3;Tuba1b;Tubb2b;Ambp;Tuba1a;Tubb2a;Tubb1;Kif5a;Tuba1c;Kdelr2;Klc3;Tmed9;Fkbp11;Tuba4a;Tubb4b;Tubb4a;Arfgap1,,R-HSA-8849350;R-HSA-6811414;R-HSA-6811412;R-HSA-6811411;R-HSA-6811427;R-HSA-6811426;R-HSA-6811423;R-HSA-6811418;R-HSA-8849353;R-HSA-6811417,Golgi-to-ER retrograde transport
R-HSA-1650814,Collagen biosynthesis and modifying enzymes,13,76,0.005334082,0.008716676,,0.183050192,33,51,0.004143646,9606,Homo sapiens,Col1a2;Col26a1;Col16a1;Col27a1;Col1a1;Col5a3;Col14a1;Col5a1;Col9a2;P3h1;Col6a3;Col8a2;Ppib,,R-HSA-8948232;R-HSA-8948234;R-HSA-2002460;R-HSA-8948224;R-HSA-8948226;R-HSA-8948228;R-HSA-8948230;R-HSA-8948231;R-HSA-8944218;R-HSA-8944219;R-HSA-1981128;R-HSA-2002440;R-HSA-1980233;R-HSA-8944223;R-HSA-1981120;R-HSA-8944214;R-HSA-1650808;R-HSA-2002428;R-HSA-1614460;R-HSA-8944236;R-HSA-1614461;R-HSA-2022073;R-HSA-2089971;R-HSA-8944229;R-HSA-1981104;R-HSA-8944250;R-HSA-8948219;R-HSA-2152276;R-HSA-8948222;R-HSA-8944254;R-HSA-8944242;R-HSA-1981157;R-HSA-8944247,Collagen biosynthesis and modifying enzymes
R-HSA-373760,L1CAM interactions,19,130,0.009124088,0.009043991,,0.187630744,21,54,0.00438739,9606,Homo sapiens,Cd24a;Ap2m1;Tubb5;Gap43;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Ank1;Ephb2;Scn3b;Fgfr1;Map2k2;Tuba4a;Kcnq2;Tubb4b;Tubb4a,,R-HSA-373729;R-HSA-445091;R-HSA-109862;R-HSA-437230;R-HSA-392749;R-HSA-445071;R-HSA-392748;R-HSA-392751;R-HSA-374696;R-HSA-373739;R-HSA-443817;R-HSA-447030;R-HSA-445079;R-HSA-555065;R-HSA-445076;R-HSA-445077;R-HSA-437234;R-HSA-374675;R-HSA-8933328;R-HSA-443774;R-HSA-447034,L1CAM interactions
R-HSA-419037,NCAM1 interactions,9,44,0.003088153,0.009381537,,0.187630744,5,10,8.12E-04,9606,Homo sapiens,Cacna1h;Gdnf;Col5a3;Col5a1;Col9a2;Col6a3;Gfra1;St8sia2;Cacna1i,,R-HSA-422454;R-HSA-525833;R-HSA-375149;R-HSA-375151;R-HSA-375144,NCAM1 interactions
R-HSA-3000171,Non-integrin membrane-ECM interactions,11,61,0.004281303,0.010559167,,0.211183343,8,22,0.001787455,9606,Homo sapiens,Lama5;Col1a2;Vtn;Ttr;Col1a1;Col5a3;Lama2;Col5a1;Tnc;Ntn4;Dmd,,R-HSA-2328129;R-HSA-2396337;R-HSA-2426355;R-HSA-2681694;R-HSA-2465890;R-HSA-2327738;R-HSA-2731075;R-HSA-2731122,Non-integrin membrane-ECM interactions
R-HSA-373756,SDK interactions,2,2,1.40E-04,0.011241704,,0.219415485,2,2,1.62E-04,9606,Homo sapiens,Sdk1;Sdk2,,R-HSA-373745;R-HSA-373741,SDK interactions
R-HSA-5610787,Hedgehog 'off' state,18,124,0.008702976,0.011548183,,0.219415485,7,32,0.002599935,9606,Homo sapiens,Psmb5;Psmb4;Tubb5;Psmb6;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Rpn1;Gnas;Tuba4a;Tubb4b;Tubb4a;Adcy8;Adcy5,,R-HSA-5610757;R-HSA-5610727;R-HSA-5610758;R-HSA-5610754;R-HSA-5610733;R-HSA-5610767;R-HSA-5610760,Hedgehog 'off' state
R-HSA-72649,Translation initiation complex formation,11,62,0.004351488,0.011785842,,0.223931,2,2,1.62E-04,9606,Homo sapiens,Rps26;Rps16;Rps28;Rps29;Rps5;Eif2s3x;Eif3g;Rps2;Rps21;Rps13,,R-HSA-156808;R-HSA-157849,Translation initiation complex formation
R-HSA-9029558,NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,5,17,0.00119315,0.012081843,,0.229555008,5,8,6.50E-04,9606,Homo sapiens,Fasn;Scd1;Srebf1,,R-HSA-9605056;R-HSA-9028525;R-HSA-9605063;R-HSA-9605060;R-HSA-9028533,NR1H2 & NR1H3 regulate gene expression linked to lipogenesis
R-HSA-72702,Ribosomal scanning and start codon recognition,11,64,0.004491859,0.014561798,,0.262112364,2,2,1.62E-04,9606,Homo sapiens,Rps26;Rps16;Rps28;Rps29;Rps5;Eif2s3x;Eif3g;Rps2;Rps21;Rps13,,R-HSA-72697;R-HSA-72621,Ribosomal scanning and start codon recognition
R-HSA-8874081,MET activates PTK2 signaling,7,32,0.002245929,0.014895688,,0.268122392,1,5,4.06E-04,9606,Homo sapiens,Lama5;Col1a2;Col27a1;Col1a1;Col5a3;Lama2;Col5a1,,R-HSA-8874079,MET activates PTK2 signaling
R-HSA-8957275,Post-translational protein phosphorylation,16,109,0.007650197,0.015092625,,0.271667243,1,1,8.12E-05,9606,Homo sapiens,App;Wfs1;Mfi2;Tnc;Hsp90b1;Msln;Fam20a;Mfge8;Cst3;F5;Rcn1;Igfbp4;Vgf;Pcsk9;Serpind1;Pdia6,,R-HSA-8952289,Post-translational protein phosphorylation
R-HSA-8941284,RUNX2 regulates chondrocyte maturation,3,7,4.91E-04,0.018713314,,0.333420203,3,4,3.25E-04,9606,Homo sapiens,Hdac4;Ihh,,R-HSA-8878257;R-HSA-8878266;R-HSA-9008326,RUNX2 regulates chondrocyte maturation
R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,11,67,0.004702414,0.019612953,,0.333420203,19,26,0.002112447,9606,Homo sapiens,Col1a2;Col27a1;Col1a1;Col5a3;Col14a1;Col5a1;Col9a2;Loxl1;Col6a3;Col8a2;Plec,,R-HSA-2395302;R-HSA-2022141;R-HSA-2395340;R-HSA-2213192;R-HSA-1474266;R-HSA-2396234;R-HSA-2213201;R-HSA-2395223;R-HSA-2243926;R-HSA-2213205;R-HSA-2213207;R-HSA-2395314;R-HSA-2395324;R-HSA-2243931;R-HSA-2213210;R-HSA-2002466;R-HSA-2395257;R-HSA-2395322;R-HSA-2250301,Assembly of collagen fibrils and other multimeric structures
R-HSA-1474290,Collagen formation,15,104,0.00729927,0.020859236,,0.354607015,52,77,0.006256094,9606,Homo sapiens,Col1a2;Col26a1;Col16a1;Col27a1;Col1a1;Col5a3;Col14a1;Col5a1;Col9a2;P3h1;Col6a3;Col8a2;Loxl1;Plec;Ppib,,R-HSA-8948232;R-HSA-8948234;R-HSA-2002460;R-HSA-2395302;R-HSA-8948224;R-HSA-8948226;R-HSA-8948228;R-HSA-8948230;R-HSA-8948231;R-HSA-2002440;R-HSA-2395314;R-HSA-2395324;R-HSA-2395322;R-HSA-2250301;R-HSA-2022073;R-HSA-1981104;R-HSA-2002466;R-HSA-1474266;R-HSA-8944218;R-HSA-8944219;R-HSA-1981128;R-HSA-1980233;R-HSA-8944223;R-HSA-2395257;R-HSA-1981120;R-HSA-8944214;R-HSA-1650808;R-HSA-2002428;R-HSA-2022141;R-HSA-1614460;R-HSA-8944236;R-HSA-1614461;R-HSA-2395340;R-HSA-2213192;R-HSA-2089971;R-HSA-8944229;R-HSA-2396234;R-HSA-2213201;R-HSA-8944250;R-HSA-8948219;R-HSA-2395223;R-HSA-2152276;R-HSA-2243926;R-HSA-2213205;R-HSA-2213207;R-HSA-8948222;R-HSA-8944254;R-HSA-2243931;R-HSA-8944242;R-HSA-1981157;R-HSA-2213210;R-HSA-8944247,Collagen formation
R-HSA-1442490,Collagen degradation,11,69,0.004842785,0.023633447,,0.401768605,15,34,0.002762431,9606,Homo sapiens,Tmprss6;Col1a2;Col26a1;Col16a1;Col1a1;Col5a3;Col14a1;Col5a1;Col9a2;Col6a3;Col8a2,,R-HSA-2482180;R-HSA-1474196;R-HSA-1564117;R-HSA-2471842;R-HSA-1564112;R-HSA-1564184;R-HSA-1454822;R-HSA-1454757;R-HSA-1564164;R-HSA-1474210;R-HSA-1458433;R-HSA-2168982;R-HSA-2473596;R-HSA-2537499;R-HSA-1564169,Collagen degradation
R-HSA-3000178,ECM proteoglycans,12,79,0.005544638,0.02578801,,0.438396167,15,23,0.001868703,9606,Homo sapiens,App;Lama5;Col1a2;Vtn;Col1a1;Tgfb2;Col5a3;Lama2;Col5a1;Col9a2;Tnc;Col6a3,,R-HSA-4086204;R-HSA-2426471;R-HSA-2327909;R-HSA-2681667;R-HSA-2396079;R-HSA-2327886;R-HSA-2424246;R-HSA-2467665;R-HSA-2396370;R-HSA-2424243;R-HSA-2396124;R-HSA-2424252;R-HSA-2681681;R-HSA-2465883;R-HSA-2466106,ECM proteoglycans
R-HSA-8875878,MET promotes cell motility,8,45,0.003158338,0.028748714,,0.470266187,3,12,9.75E-04,9606,Homo sapiens,Lama5;Col1a2;Col27a1;Dock6;Col1a1;Col5a3;Lama2;Col5a1,,R-HSA-8875591;R-HSA-8874079;R-HSA-8875576,MET promotes cell motility
R-HSA-3000170,Syndecan interactions,6,29,0.002035373,0.029391637,,0.470266187,3,15,0.00121872,9606,Homo sapiens,Col1a2;Vtn;Col1a1;Col5a3;Col5a1;Tnc,,R-HSA-2681694;R-HSA-2731075;R-HSA-2731122,Syndecan interactions
R-HSA-5358351,Signaling by Hedgehog,21,168,0.011791129,0.029465824,,0.471453184,33,82,0.006662333,9606,Homo sapiens,Psmb5;Psmb4;Evc2;Tubb5;Psmb6;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Rpn1;Ihh;Gnas;Tuba4a;Syvn1;Tubb4b;Tubb4a;Adcy8;Adcy5,,R-HSA-5362448;R-HSA-5362386;R-HSA-5635859;R-HSA-5632668;R-HSA-5635868;R-HSA-5362459;R-HSA-5633051;R-HSA-445448;R-HSA-5610757;R-HSA-5358336;R-HSA-5632646;R-HSA-5610758;R-HSA-5362437;R-HSA-5358340;R-HSA-5358343;R-HSA-5610754;R-HSA-5632653;R-HSA-5362441;R-HSA-5632652;R-HSA-5610767;R-HSA-5635854;R-HSA-5632649;R-HSA-5610760;R-HSA-5362549;R-HSA-5362551;R-HSA-5362422;R-HSA-5362553;R-HSA-5362427;R-HSA-5610727;R-HSA-5632679;R-HSA-5610733;R-HSA-5362793;R-HSA-5362412,Signaling by Hedgehog
R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic,10,63,0.004421673,0.030748803,,0.486566865,2,7,5.69E-04,9606,Homo sapiens,Tubb5;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Tuba4a;Tubb4b;Tubb4a,,R-HSA-8849350;R-HSA-8849353,COPI-independent Golgi-to-ER retrograde traffic
R-HSA-1566948,Elastic fibre formation,8,46,0.003228523,0.032076221,,0.486566865,9,17,0.001381215,9606,Homo sapiens,Vtn;Tgfb2;Mfap2;Emilin1;Loxl1;Fbln1;Bmp7;Creld2,,R-HSA-2161282;R-HSA-2328048;R-HSA-2395328;R-HSA-2537665;R-HSA-2129353;R-HSA-2129385;R-HSA-1592387;R-HSA-2396399;R-HSA-2129375,Elastic fibre formation
R-HSA-174437,Removal of the Flap Intermediate from the C-strand,4,15,0.001052779,0.032437791,,0.486566865,4,4,3.25E-04,9606,Homo sapiens,Pold2;Pold1;Fen1;Dna2,,R-HSA-174451;R-HSA-174441;R-HSA-174446;R-HSA-174445,Removal of the Flap Intermediate from the C-strand
R-HSA-112308,Presynaptic depolarization and calcium channel opening,4,15,0.001052779,0.032437791,,0.486566865,2,2,1.62E-04,9606,Homo sapiens,Cacfd1;Cacng4;Cacna2d3;Cacna2d2,,R-HSA-5263618;R-HSA-210420,Presynaptic depolarization and calcium channel opening
R-HSA-69190,DNA strand elongation,7,38,0.002667041,0.033462261,,0.501933921,9,15,0.00121872,9606,Homo sapiens,Pold2;Pold1;Fen1;Mcm5;Dna2;Mcm2,,R-HSA-69152;R-HSA-69074;R-HSA-69140;R-HSA-69127;R-HSA-69142;R-HSA-69144;R-HSA-176942;R-HSA-69116;R-HSA-169468,DNA strand elongation
R-HSA-2129379,Molecules associated with elastic fibres,7,38,0.002667041,0.033462261,,0.501933921,6,10,8.12E-04,9606,Homo sapiens,Vtn;Tgfb2;Mfap2;Emilin1;Fbln1;Bmp7;Creld2,,R-HSA-2161282;R-HSA-2328048;R-HSA-2395328;R-HSA-2537665;R-HSA-1592387;R-HSA-2396399,Molecules associated with elastic fibres
R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,25,218,0.015300393,0.044773539,,0.671603086,23,48,0.003899903,9606,Homo sapiens,Rint1;Cope;Tubb5;Tubb3;Tuba1b;Tubb2b;Ambp;Tuba1a;Tubb2a;Tubb1;Kif5a;Tuba1c;Plin3;Naa38;Kdelr2;Klc3;Tmed9;Stx16;Fkbp11;Arfip2;Tuba4a;Tubb4b;Tubb4a;Arfgap1,,R-HSA-6811431;R-HSA-8849350;R-HSA-6811427;R-HSA-6811426;R-HSA-6814671;R-HSA-6814670;R-HSA-6814094;R-HSA-6814090;R-HSA-8849353;R-HSA-6811433;R-HSA-6811414;R-HSA-6814678;R-HSA-6811412;R-HSA-6814676;R-HSA-6811411;R-HSA-6814675;R-HSA-6814674;R-HSA-6811423;R-HSA-6814684;R-HSA-6814683;R-HSA-6811418;R-HSA-6814682;R-HSA-6811417,Intra-Golgi and retrograde Golgi-to-ER traffic
R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,13,97,0.006807973,0.048439432,,0.678152046,2,2,1.62E-04,9606,Homo sapiens,Tubb5;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Tuba4a;Tubb4b;Tubb4a;Tubg1,,R-HSA-380316;R-HSA-380508,Recruitment of NuMA to mitotic centrosomes
R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),16,127,0.008913532,0.049240358,,0.689365009,3,14,0.001137472,9606,Homo sapiens,App;Wfs1;Mfi2;Tnc;Hsp90b1;Msln;Fam20a;Mfge8;Cst3;F5;Rcn1;Igfbp4;Vgf;Pcsk9;Serpind1;Pdia6,,R-HSA-381543;R-HSA-8952289;R-HSA-381518,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
R-HSA-381042,PERK regulates gene expression,7,42,0.002947782,0.05198022,,0.727723076,10,11,8.94E-04,9606,Homo sapiens,Hspa5;Atf6b;Exosc4;Eif2s3x;Cebpb;Atf4,,R-HSA-381111;R-HSA-517731;R-HSA-1791118;R-HSA-1791180;R-HSA-1791107;R-HSA-381086;R-HSA-1791056;R-HSA-1791095;R-HSA-381128;R-HSA-1791173,PERK regulates gene expression
R-HSA-6794361,Neurexins and neuroligins,9,60,0.004211117,0.05214975,,0.730096504,16,19,0.001543711,9606,Homo sapiens,Lrrtm1;Nlgn2;Shank1;Syt1;Nrxn2;Grin1;Apba3;Stx1a,,R-HSA-6794338;R-HSA-6797568;R-HSA-6794336;R-HSA-6794351;R-HSA-6794349;R-HSA-6794348;R-HSA-6794346;R-HSA-6794345;R-HSA-6794344;R-HSA-6797974;R-HSA-6794357;R-HSA-6794356;R-HSA-6797554;R-HSA-6794354;R-HSA-6794353;R-HSA-6794352,Neurexins and neuroligins
R-HSA-375165,NCAM signaling for neurite out-growth,10,70,0.00491297,0.055002726,,0.730362638,6,23,0.001868703,9606,Homo sapiens,Cacna1h;Gdnf;Col5a3;Col5a1;Col9a2;Col6a3;Gfra1;St8sia2;Cacna1i;Fgfr1,,R-HSA-422454;R-HSA-525833;R-HSA-375149;R-HSA-375151;R-HSA-375144;R-HSA-419033,NCAM signaling for neurite out-growth
